Census_Tract,Year,PM2.5,Diabetes,Percent_Black_Only,Percent_American_Indian_and_Alaska_Native_Only,Percent_Hispanic,Education,Linguistic_Isolation,Unemployment,Poverty,latino_bin
6037980004,2014,7.14254,11.4,0,0,100,100,0,100,100,0
6037980008,2014,12.6952,12.4,0,0,58.2,33.6,22.8,0,42.6,0
6037980010,2014,13.0471,21.9,1.2,0,34.7,43,12.7,10.9,68.3,0
6037980014,2014,13.4507,20.5,0,0,0,69.7,0,32.7,31.7,0
6037980015,2014,13.8153,7.1,27.5,0,35.6,30.9,24.3,10.3,35.7,1
6037980019,2014,12.574,8,3.1,0,16.7,-0.1,0,3,0,1
6037980024,2014,12.6285,8.4,5.1,9.7,6.5,6.1,10.8,3.9,0,1
6037980031,2014,13.6106,10,24.4,1.8,31.7,22.3,16.1,0,0,0
6037980033,2014,12.986,14.7,0,0,100,100,0,0,NA,1
6047001002,2014,11.367,7.8,5.8,0,29.4,9.5,4.4,10.3,15.1,1
6047001003,2014,11.3574,11.6,8.6,0.2,55.9,25.8,18.1,16.7,38.8,1
6047001004,2014,11.3574,11.4,7.8,0,41.9,21.3,8.8,6.8,29,1
6047001005,2014,11.3696,12,10.8,1.3,50.2,31,12.1,10.6,36.9,1
6047001101,2014,11.3574,9.5,1,0,30.3,9.6,2.2,7.7,23.9,1
6047001200,2014,11.35,10.4,4.7,1.1,36.7,13.9,7.7,7.3,14.5,1
6047001301,2014,11.3574,11.4,5.7,0,58.6,20.1,9,5.1,31.2,1
6047001302,2014,11.3574,12.9,4.2,1.3,45.9,29,8.9,17,47.5,1
6047001401,2014,11.3574,12.5,2.5,2.1,39.7,28.8,9.8,15.9,29.8,1
6047001402,2014,11.35,11.5,5.7,0.5,41.3,14.3,6.7,12.8,27.6,1
6047001501,2014,11.5687,12.4,2.2,0.1,61,39.5,16.6,12,32.8,0
6047001502,2014,11.3574,15.5,5.7,1.7,78,52.6,32.9,17.4,42.1,1
6047001503,2014,11.5687,15.5,6.8,0.3,67,62.2,29.2,9.6,48.2,1
6047001601,2014,11.5687,13,6.5,0,82.7,64.8,37.6,6.6,58.3,1
6047001602,2014,11.5687,10.8,5.8,1.3,66.8,45.1,22.5,10.2,34.5,1
6047001700,2014,11.906,11.9,3,0,54.5,29.2,11.9,10.2,39.1,1
6047001801,2014,11.3598,7.9,3.9,0,29.6,5,0.4,13.5,7.3,1
6047002600,2014,11.906,8.1,6.9,0,44.3,13.5,2.7,6,15.9,1
6053000501,2014,5.33936,12.5,0,0,93.7,65.3,68.8,7,36.4,1
6053000502,2014,5.33936,12,0,0.2,88.9,49.5,45,9.1,18.1,0
6053000600,2014,5.3794,12.6,0,0.3,93.7,66,66.1,4.2,26.5,1
6053000701,2014,5.3794,11.7,0.2,0,96.9,66.7,61.8,8.2,41.3,1
6053000702,2014,5.3794,12.2,0,0,99.5,78.5,69.6,3.6,42.1,1
6053000800,2014,5.3794,11.6,0.2,0,98.1,58.4,57.4,6.8,22.7,1
6053000900,2014,5.33936,12.3,0,0,94.4,62.2,59.6,10.8,32.2,1
6053001200,2014,5.33936,10.6,1.4,0,28.3,12.4,7.9,7.3,18.1,1
6053001300,2014,5.33936,14.3,4.8,0.1,80.6,43.4,38.4,3.6,39.9,1
6053001400,2014,5.33936,9.5,3.3,0,41.8,14,9.6,3.7,12.2,1
6053001500,2014,5.33936,9.3,0.3,0,45.3,5.2,5.7,6.9,9.5,1
6053001600,2014,5.33936,10.2,1.9,0,36.4,18.3,14.8,7.1,12.3,1
6053001700,2014,5.33936,10.5,2.5,0,61.4,31,22.1,6.2,13.8,1
6053001801,2014,5.33936,11.5,2.2,0,60.1,33.1,25.7,5.1,20,1
6053001802,2014,5.33936,9.6,0.5,2,70.2,28.5,24.8,3.2,25,1
6053010504,2014,6.45631,10.1,2,0.3,67.3,18.9,21.8,14.1,18.4,1
6053010505,2014,5.60482,11.7,0.8,0,81.5,39.5,33.5,5.3,16.8,1
6053010506,2014,5.60482,11.1,1.2,0,80.6,53.8,45.4,7.9,28,1
6053010603,2014,5.3794,8.9,3.6,0.2,60.6,17.7,19.5,6.6,7.6,1
6053010604,2014,5.3794,10.1,0.7,0.1,81.7,45.5,37.1,4.5,14.4,1
6053010605,2014,5.3794,9.4,0.2,0,87.7,49.6,43.4,5.2,15.4,1
6053010606,2014,5.3794,10,0.8,0,76.5,40.7,43.3,5.4,14.3,0
6053010607,2014,5.3794,11.4,1.1,0.4,94.8,66.3,63.5,5.5,29.9,1
6053010608,2014,5.3794,8.5,2.6,0.1,85,48.9,42.7,8.1,17.6,1
6053014500,2014,5.3794,10.5,1.2,0,46.4,18.3,11.8,4.7,13.3,0
6055200201,2014,8.62096,8.6,0.7,0,39.5,18.8,13.5,9.5,9.3,1
6055200202,2014,9.12525,9.5,1.4,0.1,48.7,25.6,23.4,6.6,20.6,1
6055200203,2014,9.12525,8.6,1.8,0,33.5,21.6,17.6,9,7.3,1
6055200301,2014,9.12525,9.3,1,0,55.4,25.9,25.5,8.9,16.9,1
6055200302,2014,9.12525,8.7,2.1,0,41,13.9,17.8,6.6,7.7,1
6055200400,2014,8.93337,8.4,1.9,0,27.2,8.6,8.5,4.2,3.3,0
6055200501,2014,9.25812,9,1.1,0,51.1,32,28,9.2,7.4,0
6055200503,2014,9.12525,8.5,2.4,0,54.1,33.4,29.6,10.6,15.3,1
6055200504,2014,8.93337,9.7,0.5,0.3,49.2,29.1,23.7,5,9.6,1
6055200505,2014,8.93337,8,0.2,0,47.9,27.6,28,9.7,16.3,0
6055200601,2014,9.25812,9.3,0,0,36.8,22.3,15.1,3.6,7,0
6055200602,2014,9.25812,10.6,0.2,0,25.2,10.5,9.2,3.6,5.9,0
6055200703,2014,9.25812,8.8,0,0,9.6,4.1,0.2,2.1,1.6,0
6055200704,2014,9.25812,11.7,0.4,0.4,49.3,21.6,15.7,7.3,15.6,1
6055200705,2014,8.62096,10.1,0.2,0.4,48.3,26.4,17.4,5.7,22.3,0
6055200706,2014,9.25812,8.6,0.1,2.8,27.7,11.1,5.6,3.4,8.6,0
6055200707,2014,9.25812,9.1,0.7,0,20.4,6.7,6.6,6.1,6.4,1
6055200802,2014,8.62096,8.4,2.9,0.5,17.1,8.8,5.1,5,8.3,0
6055200803,2014,8.62096,10.1,0.1,0,30.5,13.6,16.6,4.6,13.9,0
6055200804,2014,8.62096,9.5,1,0.7,70.7,41.9,41.8,8.7,17.8,0
6055201101,2014,9.25812,8.8,0.5,0.3,8.4,5.5,0.4,2.5,0.3,0
6055201200,2014,9.01419,12,0,0,32.2,17.3,13.5,5.7,12.4,1
6059001503,2014,13.3626,10.5,0.5,0.4,35.3,13.9,9,7.1,20.1,0
6059001505,2014,13.3626,8.8,2.7,0.2,21.3,6.2,4.4,6.3,7.5,0
6059001601,2014,13.3626,9.8,1.2,0,18.1,6.2,2.6,6,4.1,0
6059001602,2014,13.3306,8.7,2.5,0,11.6,2.9,0.7,2.2,4.5,1
6059001704,2014,13.181,7.9,0.8,0,7.4,5.5,0,4.1,13.4,1
6059001705,2014,13.3626,12.1,2.5,0,51.6,12.2,15.5,6.7,20.1,1
6059001706,2014,13.3306,9.9,0.7,0,12.7,3.7,1.1,2.9,7.3,1
6059001707,2014,13.1934,8.8,3.5,0,14.6,2.5,3.7,4.5,6.1,1
6059001708,2014,13.1934,10.4,1.5,0,17,6.5,2.4,2.7,7.4,0
6059001801,2014,13.181,9.55,5.7,0.5,59.4,26.8,24.6,9.6,35.2,1
6059001802,2014,13.181,11.4,6.7,0.4,64.9,26.8,18.4,10.8,36.5,1
6059001901,2014,13.181,8.4,1.7,0,51.3,15.5,15.3,8.5,3.1,1
6059001902,2014,13.181,9.4,1.7,0.5,47.2,23.6,13,10.5,12.6,0
6059001903,2014,13.181,10.8,1.4,0.2,56.7,28.1,21.5,7.8,14.7,0
6059011000,2014,13.181,8.6,1,0,27.9,10.8,8.6,5.9,6.5,0
6059011101,2014,13.3306,10.2,4,0.3,60.3,26.7,24.4,7.2,24.4,1
6059011102,2014,13.3306,10.2,1.5,0,55.1,24.5,18,10.3,11.9,1
6059011200,2014,13.3306,10,1.1,0.2,38.7,13.9,12.9,7.5,15.2,0
6059011300,2014,13.3306,7.4,4.1,0,24.3,8.6,2.9,9,14.9,0
6059011401,2014,13.3306,8,1.5,0,16.8,5.2,2.4,5.4,8.7,1
6059011402,2014,13.3306,8.5,1.2,0.7,15.4,3.5,2.4,7,4.4,1
6059011403,2014,13.3306,9.4,0.8,0.3,49.3,21.2,13.4,6.8,27,0
6059011502,2014,13.0749,8.3,1.6,0,47.7,18.9,7.5,6,14.1,0
6059011503,2014,13.3306,9.1,2.6,0,15.3,8.9,1.9,7.4,6.5,1
6059011504,2014,13.0749,4.1,1.8,0,27.5,11,4.7,7.4,33.8,1
6059011601,2014,13.3306,9.1,3.5,0.6,75.5,32.6,38.9,7.9,27.9,1
6059011602,2014,13.3306,12.35,0.6,0,75.2,33.4,32.7,6.8,21.8,1
6059011707,2014,13.1,7.2,1.5,0,18.9,4.7,0.7,7,10.4,0
6059011708,2014,13.0749,5.5,4.9,0,25.6,7.3,2,5,24.3,0
6059011711,2014,13.0749,6.5,2,0.3,40.7,20.5,15.3,6.3,30.8,0
6059011712,2014,13.0749,3.1,2.9,0.1,44.3,17.4,10.9,6.9,7.6,1
6059011714,2014,13.0749,5.5,0.4,0,57.3,17.9,21.5,1.4,8.6,0
6059011720,2014,13.0749,10.8,1.4,0.1,88.7,58.3,44.2,8,36.2,0
6059011722,2014,13.0749,12.1,4.1,0,33.3,12.7,4.7,5,8,1
6059021807,2014,13.0911,7.5,3,0,32.9,9.9,6.6,6.4,5.6,0
6059021812,2014,13.0388,7,2.2,0,14.5,4.5,2,7.6,2.6,0
6059021903,2014,13.0388,9.3,2.4,0,37.8,10.7,6.1,9.8,9.5,0
6059021905,2014,13.0911,8.4,0.9,0,19.5,7.2,2.7,5.2,2.3,0
6059021912,2014,12.8889,7.5,0.8,0.2,10.8,4.5,0.6,3.1,2.9,0
6059021913,2014,12.9347,10.5,1.7,0,67.5,38.3,34.2,4.7,17.1,0
6059021914,2014,12.9347,8.8,1.3,0.1,33.5,13.6,13,4.9,11.5,0
6059021915,2014,12.9896,8.8,0.7,0,17.9,4.7,2.2,2.1,3.2,0
6059021916,2014,12.9896,9.1,1.4,0,7.2,5.3,0.9,3.1,1.5,0
6059021917,2014,12.887,8.6,0,0,13.6,0.7,0.8,6.7,2.2,0
6059021918,2014,12.9347,8.7,0,0.7,27.5,9.7,11.5,3.9,11.2,0
6059021919,2014,12.8889,8.8,1.2,0,20.4,5.7,1.8,3.7,5.4,0
6059021920,2014,12.8889,7.35,0.5,0.5,12.4,3.9,1.3,3.6,2.9,0
6059021921,2014,13.0911,7.6,1.1,0,14.3,2.4,0.2,6.2,0.2,0
6059021922,2014,13.0911,7.3,0.3,0,15.8,7.1,2.4,7.2,3.6,0
6059021923,2014,12.9539,5.35,3.7,0.3,10.9,2.3,1.4,4.5,2.2,1
6059021924,2014,12.9539,6.8,0.2,0,21.3,4.2,2.6,3.3,3.6,0
6059032002,2014,12.456,8.4,2.4,0.2,20.2,13.1,7.9,3,5.6,0
6059032003,2014,12.456,8.2,0,0,13.6,9.1,2.5,4.1,4.3,1
6059032012,2014,12.456,7.9,1.3,0,14.7,1.7,0.9,6.2,4.1,1
6059032013,2014,11.508,8.5,2.4,1.2,11.2,7.1,0.9,2.7,7.8,0
6059032014,2014,12.703,11.7,4.3,0.2,56.7,26.1,23.5,5.1,18.9,0
6059032015,2014,12.703,9.1,0.5,0,17.8,7.6,6.6,3,9.8,0
6059032020,2014,12.456,7.3,0,0,13.9,1.4,2.9,6,1,0
6059032022,2014,11.508,7.6,1.4,0.4,47.8,13.9,17,10.1,10.1,0
6059032027,2014,13.0065,6.45,1.7,0.5,43.5,11.4,13.8,4.2,9.6,0
6059032028,2014,12.456,7.2,0.4,0,22.8,6.8,4.8,6.5,6.2,0
6059032029,2014,13.0065,6.7,1.2,0,24.9,6,5.2,6.6,8.4,0
6059032030,2014,13.0065,7.7,3.3,0.5,17.4,5.7,3.4,6.9,4.1,0
6059032031,2014,13.0065,7.9,0,0,18.5,4.3,1.9,5,12.2,0
6059032032,2014,13.0065,7.7,0.3,0,10.7,2.3,1.5,6.8,5,0
6059032033,2014,13.0065,6.4,2.9,0.3,18.4,4.6,2.8,3.8,11.1,0
6059032034,2014,12.7925,6.8,0.8,0.8,8.4,1.9,1.3,4.5,1.2,0
6059032035,2014,13.0065,9.1,1.5,1,10.3,4,1.2,3.7,4.6,0
6059032036,2014,12.456,9.1,0,0.3,18.7,5.3,3.9,8.6,7.4,0
6059032037,2014,12.456,11.9,1.4,0,4.2,4.8,0,5.1,4.1,0
6059032038,2014,12.456,6.7,0,0,6.8,3,0.9,2.9,3.7,0
6059032039,2014,11.508,6.3,3.7,0,17,3.1,2.1,4.6,2.2,0
6059032040,2014,12.456,7.8,1.4,0,7.9,2.7,0.7,4.1,4.7,0
6059032047,2014,13.0065,6.05,3.6,0.1,26.7,5.6,4,7.9,5.7,1
6059032048,2014,12.7925,10.9,1.2,0,13.6,4.5,1.9,4.1,3.8,0
6059032049,2014,12.7925,5.7,0.7,0,12.4,4.5,3.6,2.6,4.3,0
6059052404,2014,13.0794,3.7,3.4,0.9,29,18.5,14.5,1.4,1.7,0
6059052408,2014,12.7743,8,0.6,2.3,8.5,5.1,1.3,6.7,4.3,0
6059052410,2014,12.7743,9.5,2.4,0,28.6,17.7,12.3,4.5,3.4,0
6059052411,2014,12.7743,8.8,2.4,0,34.2,16.6,15,4.5,9.5,0
6059052415,2014,12.7743,7.9,8.4,0,12.4,2,0.7,7.1,2.4,0
6059052416,2014,12.7743,8.4,3.2,0,30.9,8.6,9.3,3.5,5.5,0
6059052417,2014,13.1057,8.3,0.5,0.3,7.8,5.1,0.6,2.9,3.5,0
6059052418,2014,13.1057,5.2,2.4,0,10.1,2,1.3,4.5,10.7,0
6059052419,2014,12.887,6.4,0.5,0,7.6,1.5,1.5,3.5,3.2,0
6059052420,2014,12.834,6.1,1.7,0.9,5.8,4.2,1.1,5,7.2,0
6059052421,2014,12.834,7.9,1.2,0,9.9,3.8,1.2,6.9,10.3,0
6059052422,2014,13.3367,6.6,0,0.6,14.8,5.2,2.2,3.9,1.7,0
6059052423,2014,13.0065,6,1.5,0.5,22.9,6.3,6.4,2.9,9.7,0
6059052424,2014,13.0065,7.2,0.4,0,20.3,5.4,5.9,4,11.5,0
6059052425,2014,13.0065,6.4,1.2,0,20.5,2.5,3.5,3.9,10.2,0
6059052426,2014,12.834,4.95,0.6,0,7.8,-0.1,0.4,5.2,7.5,0
6059052427,2014,13.3367,5.6,0.5,0,11.4,2.2,0.2,4,1,0
6059052428,2014,13.3367,5.8,1.1,0,16,3.5,0.6,4,1.6,0
6059052502,2014,12.8123,8.4,1.1,0.4,25.2,8.6,7.5,5.7,3.7,0
6059052505,2014,13.1057,9,0.3,0,15.6,7.2,3,3.4,10,0
6059052506,2014,13.1057,8.1,3.7,0.2,10.4,5.8,0.9,5.3,5.6,0
6059052511,2014,12.9863,8.5,2,0.2,6.2,6.4,0.4,6,7.3,0
6059052513,2014,13.1057,7.8,1.7,0.8,5.4,6.1,1.1,2.1,10.8,0
6059052514,2014,12.3647,7.6,0.5,0,11.5,4.3,1,6.8,14.4,0
6059052515,2014,12.9863,6.1,2.2,0,12.1,3.9,0.8,3.9,11.5,0
6059052517,2014,13.1057,5.4,7.5,0,8.2,4.4,0.9,7.5,8.7,0
6059052518,2014,11.9071,3.2,0.9,0,7.8,0,0,3.6,12.2,0
6059052519,2014,12.9863,6.2,2.3,0,5.3,4,0.9,5.3,10.3,0
6059052520,2014,12.9863,7.3,0,0,8.4,2.9,0.2,3.2,5.4,0
6059052521,2014,12.9863,5.9,3.2,0.5,13.7,3.3,2,4.8,16.7,0
6059052522,2014,12.9863,6.6,3.5,0,10.6,1.8,0.7,2.6,8.7,0
6059052523,2014,12.9863,6.6,1,0.9,7.5,4.1,0.6,5,11.3,0
6059052524,2014,12.8123,7.1,1.9,1,23,5.2,3.2,7.6,19.1,0
6059052525,2014,12.834,6.5,2.5,0,10.4,4.6,2.9,5.3,5.4,0
6059052526,2014,13.1057,7.7,1.6,0,14.3,7.4,1.1,5,6.9,0
6059052527,2014,12.9863,7.4,2.8,0,9.3,4.7,1.4,4.8,4.9,0
6059052528,2014,12.9863,7.9,1.1,0.9,22.2,9.2,2.1,2.4,12.5,0
6059062604,2014,11.9071,5.5,0.1,0,6.1,2.3,0.3,3.9,6.5,0
6059062610,2014,11.9196,4.9,0.9,0,10.2,4.1,1.8,4.4,19.7,0
6059062611,2014,12.3647,6.6,7.6,0,11.6,4.1,1.5,6.3,38.8,0
6059062612,2014,12.3647,8.3,0,0,7,3.8,0.7,6.4,14,0
6059062614,2014,12.3647,2.9,1.4,0.3,17.8,0.7,1.6,3.2,41.7,0
6059062626,2014,12.3647,4.4,1.6,0,12.6,5.4,1,4.4,57.4,0
6059062627,2014,12.3647,9.1,0,0.9,15.1,10.1,0.8,4.2,46,0
6059062628,2014,12.3647,5.5,0.9,0,8.3,2.8,2.7,6,7.4,0
6059062629,2014,12.3647,8.1,1,0,3.5,2.6,1,5.2,7,0
6059062630,2014,12.3647,8.4,0.4,0,0.3,1.4,0,4.8,3.2,0
6059062631,2014,12.3647,8.4,0.7,0.3,3.2,1.4,0.7,4.3,2.6,0
6059062642,2014,11.7412,10,0,0,6.3,1.4,1.3,0.8,9.6,0
6059062643,2014,11.8173,7.7,0,0.2,3.6,1.2,0.1,2,3.3,0
6059062644,2014,11.7412,6.8,0,0,10.1,2.2,1.7,4.3,10,0
6059062645,2014,11.8173,7.4,0,0,5.8,2,1.5,3.3,4.9,0
6059062701,2014,11.7412,7.8,0,0,12.3,1,0.9,0.9,8.3,0
6059062702,2014,11.7412,7.1,0,0.6,8.3,3.1,0.7,3.4,5.8,0
6059062800,2014,11.7809,7.7,0.2,0,7.3,1.7,0.9,8.8,15.1,0
6059062900,2014,11.7809,10.1,0,0.4,7.2,2.5,1.3,5.1,4.3,0
6059063004,2014,11.9196,8.2,1.6,0,4.6,3.4,1.3,4.5,7.2,0
6059063005,2014,11.7412,8.3,0.8,0,0.8,0.5,1,1.6,4.1,0
6059063006,2014,11.7412,9.3,0,0,4.9,0.8,1.2,5,2.1,0
6059063007,2014,11.9196,7.1,0,0,6.9,2.6,0.9,5.2,4.2,0
6059063008,2014,11.7412,10.1,0,0,6.8,1.9,1.4,2,11,0
6059063009,2014,11.9196,8.6,0,0,13.6,4.2,1.6,6.4,3.3,0
6059063010,2014,11.9196,5.9,1.4,0,9.1,1.5,1.1,6.6,5.2,0
6059063101,2014,11.9196,6.85,1.8,0,19.1,6.9,5.7,2.8,9.3,0
6059063102,2014,11.9196,7,0.4,0,17,6.1,3.6,7,10.5,0
6059063103,2014,11.9196,8.05,0,0,10,4.2,0.5,6.1,14.9,0
6059063201,2014,11.9563,6.4,0.2,0,16.7,3.5,1.3,5.2,5.2,0
6059063202,2014,11.9563,7.5,0.3,0,20.1,4.4,5,7.1,7.6,0
6059063301,2014,11.9563,5,0.3,0,16.1,4.2,1.4,8.5,13.7,1
6059063302,2014,11.9563,6.2,0.5,0,9.1,2.4,0.6,4.5,7.9,1
6059063400,2014,11.7809,7.6,0.1,0.6,5.6,1.2,0.5,4.3,6.2,1
6059063500,2014,11.7809,5.3,1.1,0.8,6.9,0.9,0.4,6.2,10.4,1
6059063601,2014,11.9563,7.6,0.3,0,34,14,14.7,7.4,8.5,0
6059063603,2014,11.9563,6.9,0.5,0,16.3,5.2,0.7,5.6,11.8,0
6059063604,2014,11.9563,11.2,0,0,62.1,35,26.5,7,26.7,0
6059063605,2014,11.9563,9.6,0.4,0,72.9,41.2,35.1,11.6,36.8,0
6059063701,2014,11.9563,10.4,1.4,0.5,76,32.6,24.7,8,27,0
6059063702,2014,11.9563,8.8,0.9,0,51.9,24.6,17.5,8.3,24.7,1
6059063802,2014,12.2845,8.3,1.2,0,16.6,2.1,1.7,5,3.1,0
6059063803,2014,11.9563,8.2,0.7,0.2,29.6,10.3,10.9,10.7,10.3,1
6059063805,2014,12.2845,8.6,0,0,10.2,3.3,1.3,6.6,12.1,1
6059063806,2014,12.2845,8,4,0.7,20.9,8.6,5.3,2.9,2.9,0
6059063807,2014,11.9563,6.8,5,0.2,24.2,6.8,1.9,4.9,14.5,1
6059063808,2014,11.9563,9.3,0,0,76.4,38.6,35.4,8.4,28.6,0
6059063902,2014,12.2845,6.2,3.6,0,32.5,14.2,10.5,4.6,17.3,0
6059063903,2014,12.2845,9,3.3,0,38.1,21.3,12.8,4.4,6.4,1
6059063904,2014,11.9196,9.1,1.5,0,38.3,22.7,17.3,3.9,16.9,1
6059063905,2014,11.9563,7.4,0.2,0,23.1,8.9,6.2,4.2,11.6,1
6059063906,2014,11.9563,6.7,0.7,0,53.7,21.7,17.2,6.7,22.1,1
6059063907,2014,12.2845,5.6,2.3,0.5,12,2.5,2,6.2,7.7,1
6059063908,2014,12.1495,6.3,2.6,0,29.7,10.6,4.1,7.4,7,1
6059074003,2014,12.1495,8.6,0.7,0.1,68.1,28.6,27.7,8.4,17.9,1
6059074004,2014,12.1495,9.2,3.9,0,60.1,29.9,23,10.1,5.8,0
6059074005,2014,12.1495,11.6,0.7,0,78.3,47.9,39,4.7,14.7,1
6059074006,2014,12.1495,7.6,4,0.3,67.9,26.4,30.2,6.8,13,1
6059074102,2014,12.8802,11.3,0.7,0.2,85.2,52.8,36.4,6.8,10.8,1
6059074103,2014,12.8802,11.5,0,0.6,90.1,45.7,46.4,5.5,17.3,1
6059074106,2014,12.2845,8.6,1.1,0.1,63.2,26.1,22.6,5.3,12.2,1
6059074107,2014,12.1495,6.7,5.4,0,29.3,10.8,11.1,5.3,8.3,1
6059074108,2014,12.7285,12,3.5,0,89.8,51.6,48.8,6.4,21.8,1
6059074109,2014,12.7285,10.8,0,0,91.4,57.1,46.9,8.7,14.9,1
6059074110,2014,12.2845,10.4,2.7,0.1,41.5,25.1,10.5,6.3,9.7,1
6059074111,2014,12.1495,9.9,1,0,64.5,23.3,16.3,4.2,7.4,1
6059074200,2014,12.8802,11.2,0.4,0,92.7,55.2,44.2,6.5,17.9,1
6059074300,2014,12.8802,11.6,0.7,0.3,95.3,54.1,47.2,6.9,25.6,1
6059074403,2014,12.8802,11,0,0,97.8,67.3,54.9,7.4,30.8,1
6059074405,2014,12.8802,11.6,0.7,0,90.5,58.8,51.4,5,41.7,1
6059074406,2014,12.8802,11.9,0.8,0.1,91.2,54.2,49.9,3.3,24.8,1
6059074407,2014,12.8123,10.2,1.2,0,87.8,42.4,43.3,5.2,34.1,1
6059074408,2014,12.8123,9.9,2.9,0,81.7,47.9,36.5,6.7,18.3,1
6059074501,2014,12.8802,12.6,0.6,1.3,91.1,65.5,52.9,8.2,46,1
6059074502,2014,12.8802,12.2,0,0,94,66.9,49.2,8.1,22.5,1
6059074601,2014,12.8802,11.4,0,0.1,93.4,56.5,53.3,7.7,20.3,1
6059074602,2014,12.8802,12.1,0.3,0,98.2,66.7,58.3,7,31.9,1
6059074701,2014,12.8802,11.3,1.3,0.2,91.6,59.8,41.1,4.3,13.8,1
6059074702,2014,12.8802,12,0.2,1.3,94.3,59.9,46.7,7.2,24.3,1
6059074801,2014,12.8802,12.8,0.9,0,95.1,62.7,52.5,4.8,24.1,1
6059074802,2014,12.7285,11.5,0.4,0,92.3,61.1,49.3,7.1,25.8,1
6059074803,2014,12.7285,12,1.7,0,69.2,47.4,29.2,5.9,18.2,1
6059074805,2014,12.7285,10.2,0.8,0,94.2,64.6,50.6,6.4,28.1,1
6059074806,2014,12.8802,11.8,1.2,0,94.2,57.5,56.5,9.6,31.6,1
6059074901,2014,12.8802,12.8,0,0,96.4,62.7,59.1,5,26.1,1
6059074902,2014,12.8802,11.1,0,0,97,65.6,61.5,7.1,29.7,1
6059075002,2014,12.8802,13.5,1,0,89.4,57.7,54.9,4.4,33.2,1
6059075003,2014,12.8802,10.8,0.3,0.1,96.9,65.5,59,5.5,43,1
6059075004,2014,12.8802,10.3,0,0,96.6,51.4,60.8,5.5,46.5,1
6059075100,2014,12.8802,10.3,1,0,78.1,43.7,40.2,5.3,27.3,1
6059075201,2014,12.7285,11.9,0,0,91.2,57.6,52.3,6.6,17.8,1
6059075202,2014,12.8802,11.2,1.1,0,91.7,54.6,50.7,12.5,16.6,1
6059075301,2014,13.0039,9.7,0.9,0,63.3,23.7,24.4,7.9,14.8,1
6059075302,2014,13.0039,10.1,0,0,81.1,28.5,30.3,10.2,20.9,0
6059075303,2014,13.0039,9.9,0,0,41.9,11.1,14,4.4,9.6,1
6059075401,2014,13.0039,10.6,0.3,0,53.1,24.2,18.1,6.3,14.4,0
6059075403,2014,12.8123,9.95,1.4,1.2,66.7,33.5,27.3,6.1,14.5,1
6059075404,2014,13.0039,9.3,0.2,0.2,62.5,19.4,23.5,7.9,16.5,1
6059075405,2014,12.9347,10,1.5,0,52.8,19.5,14.3,5,6.2,1
6059075504,2014,12.8123,7.5,3.2,0,31.2,12.5,10.6,6.7,4.9,1
6059075505,2014,12.8123,9,1.8,1.8,40.2,16.4,12.4,3.9,6.7,1
6059075506,2014,12.8123,9.4,1.4,0.5,26.8,8.3,3.3,7.3,5.4,0
6059075507,2014,12.8123,8.4,2.5,0.2,47.4,24.4,17.1,7.1,16.7,0
6059075512,2014,12.8123,8.7,5.7,0,58.9,23.7,25.3,4.5,14.3,0
6059075513,2014,12.8123,8.7,4.3,0,56.3,28.4,18.1,6.7,8.8,0
6059075514,2014,12.8123,10.3,3.1,0.2,81.4,40.7,37.6,8.5,34,0
6059075515,2014,12.9863,5.55,2.7,0,39.2,16.7,15.1,7.8,12,1
6059075603,2014,12.8123,6.1,0,0,15.5,4.4,3,3.5,7.4,1
6059075604,2014,12.887,8.4,0.1,0.3,9.7,1.9,1.2,4.1,3.1,1
6059075605,2014,12.887,6.8,1.1,0,13,4.6,1.9,3.2,3.6,1
6059075606,2014,12.834,7,0.1,1.2,7.7,2.3,0.2,2,2.3,0
6059075607,2014,12.834,6.5,2.1,0.7,11.6,3.7,1,4.3,8.4,0
6059075701,2014,12.9347,9.4,5.6,0,44.9,18,14,6.8,9.5,0
6059075805,2014,12.9347,9.3,0.1,0,50.4,18.9,19.5,6.4,23.9,1
6059075806,2014,12.9347,10.95,0.5,0,58,29.8,38,9.1,11.7,1
6059075807,2014,12.9347,9.9,1.5,0,44.8,17.5,19.6,6.5,18.8,0
6059075808,2014,12.9347,8.6,0.6,1.8,33.1,6.4,5.5,6.4,5.6,0
6059075809,2014,12.9896,9.3,0.4,0,5.9,1.6,0,4.8,2.5,1
6059075810,2014,12.9896,8.2,2.6,0,7.5,4.9,1.4,5.4,2.7,1
6059075811,2014,12.9896,9,0.8,0,52.9,19.2,22.9,3.9,25.4,0
6059075812,2014,12.9896,9.4,1.2,0,52.5,27.7,22.5,6.9,28,1
6059075813,2014,12.9896,8.9,1.2,0,25.4,13.9,8.8,6.1,7.9,1
6059075814,2014,12.9896,7.6,1.2,0,9.4,3.7,0.5,6.3,7.1,1
6059075815,2014,12.9347,8.6,0.8,0.6,40.5,15,14.4,5.5,11.4,1
6059075816,2014,12.9347,8.3,1,0,46.4,21.9,18.8,5.1,11,1
6059075901,2014,13.0039,8.2,2.1,0.8,33.8,16,10.2,9.5,27.6,0
6059075902,2014,13.0039,7.55,0.5,0.4,44.7,14.3,17.3,6.8,13.3,1
6059076000,2014,13.0039,8.65,2.1,0.2,47.9,12.1,15.5,8.1,9.8,1
6059076101,2014,13.0039,5.35,1,0,48.6,13.4,9.6,8,10.5,1
