Census_Tract,Year,PM2.5,Diabetes,Percent_Black_Only,Percent_American_Indian_and_Alaska_Native_Only,Percent_Hispanic,Education,Linguistic_Isolation,Unemployment,Poverty,latino_bin
6037195902,2015,12.375,7.4,1.5,0,25.8,8,10.4,6,24.6,0
6037195903,2015,12.4688,8.9,5.7,0,31.7,17.8,19.4,7.7,17.4,0
6037197200,2015,12.0912,11.7,0.3,0.3,59.8,27.3,40.6,4,8.4,1
6037197300,2015,12.3232,8.8,1.8,0,44.4,19.6,33.1,6.5,20.1,1
6037197410,2015,12.0912,7.5,1.3,0,31.6,6.9,8.1,3.7,12.8,0
6037197420,2015,12.3232,10.1,4.2,0.8,54.6,24.4,23.7,6.9,21,1
6037197500,2015,12.3232,8.9,2.2,3,53.2,24.6,24.1,10.3,15,1
6037197600,2015,12.3232,9.4,0.2,0,43.9,27.1,31.7,8.1,16.7,1
6037197700,2015,12.3232,12.1,3.9,0.2,30.2,33,43.5,5.9,34.4,0
6037199000,2015,12.3232,13.8,0.2,0,63.8,46.5,43.1,4.8,32.5,1
6037199110,2015,11.8823,13.3,3.8,0.6,85.9,38,30.3,11,21.7,1
6037199120,2015,11.8823,16.6,0,0,72.9,46.7,46.1,6.2,48.3,1
6037199201,2015,11.8823,13.1,0,0,63.3,50,48.1,10.1,28.2,1
6037199202,2015,11.8823,12.9,0.2,0,80.6,41,35.5,8.4,23.6,1
6037199300,2015,11.5854,12.1,2.2,0.4,64.8,30.4,28.4,7.9,22.1,1
6037199400,2015,11.5854,14.9,0.7,0,70.5,56.9,48.2,7.4,28,1
6037199700,2015,12.3232,14.3,0.8,0,72.1,42.8,43.3,8.7,35.4,1
6037199800,2015,11.8823,14.9,0,0,62.9,51.5,51.4,7.5,30.1,1
6037199900,2015,11.8823,16.6,1,0,78.4,53.2,44.8,7.9,36.6,1
6037201110,2015,11.5854,13.8,0.2,0,82.4,38.9,25.6,6.5,14.4,1
6037201120,2015,11.5854,13.3,2.8,0,82.9,32.6,31.5,12.2,27.4,1
6037201200,2015,11.5854,12.4,0.3,0,92.8,44,31.9,12,21.6,1
6037201301,2015,11.5854,13.2,1.2,0,81.1,36,31.8,8.3,17.2,1
6037201302,2015,11.5854,9.5,11.6,0,29.1,11.6,22.8,6.2,12.7,0
6037201401,2015,11.8823,13,2.9,0.7,83.5,36.5,33.5,9.9,32.7,1
6037201402,2015,11.8823,13.6,1.2,0,71.4,34.9,28,7.5,13.8,1
6037201501,2015,11.5854,13.6,0.2,0.2,85,38.8,32.1,9.7,25.1,1
6037201503,2015,11.5854,13.6,0.1,0,92.2,41.5,36.2,9.1,26,1
6037201504,2015,11.8823,13.4,0.7,0,80,40.4,37.6,8.6,31,1
6037201601,2015,11.8823,13.4,1.1,0,78.4,31.5,27.5,7.2,18.8,1
6037201602,2015,11.8823,12.1,1.2,0,76.5,34.4,30.5,7.7,14.1,1
6037201700,2015,11.8823,9.3,4,0,67.2,28.1,20.9,9.7,26.5,1
6037203100,2015,11.8823,14.7,0,0.5,95,57.7,44.5,8.5,40.2,1
6037203200,2015,11.8823,12.2,0.6,0.3,97.3,50,46.6,3.7,30.3,1
6037203300,2015,11.8823,14.5,13.8,0,67.4,46.4,26.5,1.7,33.7,1
6037203500,2015,12.3232,13.8,0.3,0,78.9,40.8,39.2,7.1,30.8,1
6037203600,2015,11.8823,13.6,0,0.1,96.6,58,44.4,7.3,32.9,1
6037203710,2015,11.8823,14.7,1.6,0,95.8,54.3,36.5,6.8,35.3,1
6037203720,2015,11.8823,16.1,0.6,0,98,62.7,49.4,7.5,44.9,1
6037203800,2015,11.8823,14.3,0,0,96.6,55.7,38.6,6.4,25.3,1
6037203900,2015,11.9453,13.2,0.4,0,97.7,52,43.1,12.1,28.7,1
6037204110,2015,11.8823,16.4,1.2,0,97.9,56,50.6,7.3,28.2,1
6037204120,2015,11.9453,13.3,0.1,0,98.8,56.4,44.4,11.1,26,1
6037204200,2015,11.8823,13.8,0,0,92.9,56.2,45.8,7.2,37.3,1
6037204300,2015,11.8823,17.6,0,0.4,95.5,57.7,49.5,8.9,33.1,1
6037204410,2015,12.3232,13.7,0,0.3,97.9,59.2,45.6,6.3,38.7,1
6037204420,2015,11.8823,15.1,2.4,0,91.7,58.4,50.4,10,49.3,1
6037204600,2015,12.1721,14.1,1.1,0,96.7,53.5,39.7,10.2,29.3,1
6037204700,2015,11.9453,13.9,0,0,93.3,55.3,44.5,4.4,24.3,1
6037204810,2015,11.9453,14.1,1.3,0,96.4,53,40.4,5.3,29,1
6037204820,2015,11.9453,14.4,0,0,98.2,58.5,43.9,3.6,21.3,1
6037204910,2015,11.9453,14.9,0,0,95.1,55.7,49.4,5,38.1,1
6037204920,2015,11.9453,14.3,0,0,96.4,53.1,37.7,6.6,33.7,1
6037205110,2015,11.9453,12.5,1.9,0,95.8,70.1,55.7,3.4,43.6,1
6037205120,2015,11.9453,15,1,0,94.9,61.3,42.5,9.6,36.9,1
6037206010,2015,12.3232,18.4,4.2,0,56.9,54.6,52.4,4.4,45.2,1
6037206020,2015,12.3232,7.3,34.1,0.1,39.1,42.7,8.8,0.2,11.8,1
6037206031,2015,12.1721,5.3,4.1,0,6.6,5.1,18.1,4.5,12.5,0
6037206032,2015,12.3232,16,0.7,0,77.1,42.7,44.2,4.8,35.8,1
6037206050,2015,12.1721,19.9,2.3,0.3,81.2,50.5,46.4,13,49,1
6037206200,2015,12.3232,20.3,19,0,23.9,26,33.9,6.5,45.2,0
6037206300,2015,12.3232,26.8,51.3,1.1,20.5,32.1,5.7,12.7,80.7,0
6037207101,2015,12.3232,12,4.1,0,21.5,26,44.9,3.1,33.2,0
6037207102,2015,12.3232,23,3.9,2.5,12.3,64.8,70.2,4.3,36.2,0
6037207103,2015,12.3232,21.4,1.8,0.8,7.5,55.5,69.9,4.1,48.5,0
6037207301,2015,12.3232,10.4,17.8,0,19,13.3,9.6,7.6,32.4,0
6037207302,2015,12.3232,7.3,22.3,0.9,14.8,6.8,3,6.6,17.9,0
6037207400,2015,12.3232,16.5,17,0,61.3,36,33.7,0,91.8,1
6037207501,2015,12.3232,6.1,0.3,0,11.1,3.9,25.7,0,12.4,0
6037207502,2015,12.3232,17.3,3.4,0,7.1,22.3,50.9,2,37.4,0
6037207710,2015,12.3232,8.6,6.7,0,17.2,11.2,16,6.3,27.5,0
6037207900,2015,12.3232,6.2,12.4,0,19.2,5.3,17.8,3.3,25.2,0
6037208000,2015,12.3232,9.6,5,0,68.4,33.6,37.1,7.5,33.2,1
6037208301,2015,12.3232,9.9,0.3,0.6,94.2,56.4,57.9,10.8,36.4,1
6037208302,2015,12.3232,13,5,0,77.2,41.6,45.3,12.9,30.1,1
6037208401,2015,12.4688,13.8,2.5,0,74.8,49.6,57.3,6.2,25.1,1
6037208402,2015,12.3232,12.1,0.7,0,70.6,34.7,45.9,12.1,21.6,1
6037208501,2015,12.4688,10.8,0.2,0.8,47.1,29,42.5,5,12.6,1
6037208502,2015,12.4688,13.2,3.9,0,70.5,41.5,45.5,9.6,31.1,1
6037208610,2015,12.4688,11.2,2.8,0,39.6,30.7,45.5,10.8,23.7,1
6037208620,2015,12.4688,12.3,8.4,0.2,44.3,26.1,44,10.9,27.3,1
6037208710,2015,12.4688,9.3,5.2,0,30.4,12.4,45.1,7.2,18.2,0
6037208720,2015,12.4688,14,5.5,0,78,44,57.8,9,44.3,1
6037208801,2015,12.4688,15.8,5.8,0,63.3,46.6,57.5,5.1,35.3,1
6037208802,2015,12.4688,11.1,5.6,0,57.4,38.7,47.5,7.7,28,1
6037208902,2015,12.4688,12.8,0.2,0,95.3,74.8,71,4,47.7,1
6037208903,2015,12.4688,13.9,4.1,0.7,82.1,67.3,59.8,6.8,41.6,1
6037208904,2015,12.4688,18.5,1.3,0,86.2,67.6,69.4,5.7,65.5,1
6037209102,2015,12.3232,14.6,3.7,0.5,79.4,58.3,68.4,3.8,53.3,1
6037209103,2015,12.3232,14,1.7,0.2,94.2,62.7,61.5,4.9,55.4,1
6037209104,2015,12.3232,14.8,4.7,0,82.6,42.4,54.4,6,52.2,1
6037209200,2015,12.3232,8.6,6.6,0,38.6,28.7,42.9,4.5,38.4,1
6037209300,2015,12.4688,9.5,7.8,0.5,62.3,41.8,41.8,5.3,39.2,1
6037209401,2015,12.4688,17.1,9.7,0,70.1,47.2,55.5,6.7,47.8,1
6037209402,2015,12.4688,13.6,1.6,0,92.4,70.4,71.6,9.8,49.5,1
6037209403,2015,12.4688,19.1,6.3,0,65.6,50.7,58.2,8.6,53,1
6037209510,2015,12.4688,13.1,2.1,0.2,68.7,43.8,62.4,5.6,36.8,1
6037209520,2015,12.4688,14.8,2.4,0,82.4,56.9,62.5,9.1,38,1
6037209810,2015,12.4688,18.8,6.7,0,72,50,54.7,8.1,36.5,1
6037209820,2015,12.4688,15.4,1.4,0,90.7,53.5,53.7,10.5,47.5,1
6037210010,2015,12.4688,15.7,2.4,0,77.7,49.9,60.5,8.7,38.4,1
6037211000,2015,12.5862,7.9,2.1,0.3,6.9,4.4,15,3.1,5.3,0
6037211120,2015,12.4688,8.8,4.4,0,24.8,17.2,45.5,5.7,20.3,0
6037211121,2015,12.4688,10.4,6.6,0,44.6,23.6,31.1,5.2,19.2,1
6037211122,2015,12.4688,9.9,2.9,1.2,43.7,26.7,44.2,10.7,27.3,1
6037211201,2015,12.4688,11.8,2.7,0.5,78.6,46.6,57.8,3.2,26.5,1
6037211202,2015,12.4688,10.9,3.5,0,64.4,34.2,49.9,7.8,30.3,1
6037211310,2015,12.4688,13.2,4.1,0,70.2,42.1,56.5,9.5,34.9,1
6037211320,2015,12.4688,11.2,4.4,0,67,38.9,44.3,10.6,23.1,1
6037211410,2015,12.4688,12.1,4.6,0.9,35.1,27.5,44.9,6,25.5,0
6037211420,2015,12.4688,11.2,5.7,0,45.2,24.8,45.2,5.4,21.8,1
6037211500,2015,12.4688,9.6,2.6,0,18.7,14.2,32.1,9.7,11.3,0
6037211701,2015,12.4688,8.3,3.7,0,4.2,6.5,31.7,4.9,7.4,0
6037211703,2015,12.4688,10.3,5.3,0.4,42.5,20,47.1,4.4,14.6,1
6037211704,2015,12.4688,10.5,5.7,0,21.7,10.5,40,7.3,21.6,0
6037211802,2015,12.4688,9.3,4.6,1.8,30,14.5,46.4,8.7,20,1
6037211803,2015,12.4688,9.4,6.6,0,16.9,9,47.3,8.4,24.2,0
6037211804,2015,12.4688,10.2,4.9,0.8,15.1,12.8,45.2,6.6,28,0
6037211910,2015,12.4688,10.3,4.2,0,65.6,39.1,55,8.1,24.6,1
6037211921,2015,12.4688,9.7,5,1.3,40.1,23.4,49.1,4.3,28.1,1
6037211922,2015,12.4688,8.6,3,0.4,59.4,35,57.1,10.4,13.6,1
6037212101,2015,12.4688,9,11.8,0,26.1,15.4,42.5,6.8,25.4,0
6037212102,2015,12.4688,14.4,6.7,0,39.9,21.1,48.6,3.6,31.6,1
6037212202,2015,12.4688,12.9,1.3,0,77.8,44.4,61.2,11.5,28.9,1
6037212203,2015,12.4688,17.4,1,0,79.4,60.2,68.3,3,47,1
6037212204,2015,12.4688,14.5,7.3,0,76.4,49.1,66.3,6.2,43.2,1
6037212303,2015,12.4688,11.2,3.4,0,69.6,43.5,69.5,8.1,43.3,1
6037212304,2015,12.4688,11.4,2.8,0.6,70.6,42.3,54,7.5,34.7,1
6037212305,2015,12.4688,12.1,3.1,1.1,77.3,43.7,61.3,11.5,36.8,1
6037212306,2015,12.4688,11.4,0.7,0,41.9,20.7,62.9,8.8,23.5,1
6037212410,2015,12.4688,10.2,7.2,0,43.4,31.6,53,9.2,20.3,1
6037212420,2015,12.4688,12.1,5.6,1.5,56.2,32.6,51.3,9.2,31.5,1
6037212501,2015,12.4688,8.2,6.7,0.7,48.7,16.2,40,6.6,20.5,1
6037212502,2015,12.4688,9.5,5.9,0,36.6,16.4,42,3,14.8,1
6037212610,2015,12.4688,11.1,4.5,0,24.5,22.6,48,6.3,24.1,0
6037212620,2015,12.4688,12,3.6,0,47.8,33.1,51.4,7.5,28.4,1
6037212701,2015,12.4688,12.1,3,0,34,22.4,43.6,5.8,16.1,0
6037212702,2015,12.5862,9.5,4.7,0,8.5,4.3,25.7,7.2,9.4,0
6037212800,2015,12.5862,12.6,13.8,0.6,50.5,23,34.1,5.3,23.9,1
6037212900,2015,12.4688,12.9,10.7,0.5,64.2,40,45.5,5.5,28.2,1
6037213100,2015,12.4688,13.4,7.5,0.2,36.6,21.5,44.4,6.5,25.7,1
6037213201,2015,12.4688,14.7,1.6,0,50.5,34.2,59.8,8.8,27.5,1
6037213202,2015,12.4688,13.9,2.4,0,62.6,38.6,60.2,8.6,33.3,1
6037213310,2015,12.4688,13.9,0.7,0,78.9,49,64.4,6.4,24,1
6037213320,2015,12.4688,16.3,5.5,0,57.8,43.8,55.4,8.7,23.3,1
6037213401,2015,12.4688,13.1,1.7,0,78.9,49.7,66.7,10.7,19.1,1
6037213402,2015,12.4688,12.7,3.2,0,73.1,38.1,59.3,12,31.6,1
6037214000,2015,12.5862,6.7,0.4,0,3.3,2.6,6.3,4.6,5.3,0
6037214100,2015,12.5862,6.5,1,0,6.3,3.8,3.1,3.6,7.1,0
6037214400,2015,12.5862,3.9,1.7,0.3,13.3,2.7,4.5,8.6,15,0
6037214501,2015,12.5862,4.7,4.8,1,3.3,1.3,13.6,4,12.3,0
6037214502,2015,12.5862,5.3,2.5,0,13.1,1.5,21,4.6,26.2,0
6037214503,2015,12.5862,5.7,3,0.4,4.7,1.7,24.3,4.3,9.6,0
6037214600,2015,12.5862,6.1,1.6,0.1,10.5,3.4,10.4,3.6,8.8,0
6037214700,2015,12.5862,6.1,1,0.7,10,4.6,7.6,6.2,6.6,0
6037214800,2015,12.5862,6,7.2,0,8.2,6.9,6.8,5.1,7.5,0
6037214901,2015,12.6138,6.5,0.6,1.3,6.5,3.1,9.2,6.2,14.9,0
6037214902,2015,12.6138,6,3.2,0,6.2,2.9,16.7,6.4,11.5,0
6037215101,2015,12.5862,4.6,1.9,0,15.4,1,16,4.4,18.4,0
6037215102,2015,12.5862,3.7,3.6,0,11,2.5,11.2,6.1,15.7,0
6037216100,2015,12.5862,8.2,18.2,0,10,1.9,9.8,6.5,8.2,0
6037216200,2015,12.5862,7.3,23.9,0.6,14.8,10.7,12.8,5.4,15.8,0
6037216300,2015,12.5862,7,9.5,0,8.4,3.6,10.2,4.8,5.2,0
6037216401,2015,12.6138,6.5,2.9,0,8.7,6,15.8,3.1,16.7,0
6037216402,2015,12.6138,7.1,1.5,0,8.1,9.4,20.3,5.1,14.8,0
6037216700,2015,12.5862,10.2,31.9,0,22.9,5.9,14.3,10.4,15.4,0
6037216800,2015,12.5862,6.6,8.3,0.8,16.9,4.9,5.9,7.7,11,0
6037216900,2015,12.5862,9.9,22.3,0.2,29.6,16.5,19.9,12.1,8.6,0
6037217001,2015,12.6138,7.4,1.7,0,3.2,8.8,12.9,6.9,16.7,0
6037217002,2015,12.6138,7.7,12.3,1.1,13.2,5.8,11.2,5.1,12.6,0
6037217100,2015,12.5862,9.8,36.2,0,29.9,12.7,12.7,6.3,12.9,0
6037217200,2015,12.5862,10.6,23.3,0.6,37.4,14,18.6,4.3,17.1,1
6037218110,2015,12.5862,11.5,22,0,53,25.2,31.2,7.9,19.1,1
6037218120,2015,12.4688,13.5,11.7,0,66.8,41.8,48.8,10,30.9,1
6037218210,2015,12.5862,14.8,18,0,71.8,44.4,33.8,6.4,27.6,1
6037218220,2015,12.5862,13.9,28.2,0,55.3,38.6,32.7,3.4,24.7,1
6037218300,2015,12.5862,12.7,37.1,0,48.2,21.7,13.1,9.9,22.2,1
6037218400,2015,12.4711,12.6,28.1,0,65.3,23.2,20.2,5.8,28.4,1
6037218500,2015,12.4711,13.1,35.9,0,55.1,24.8,27,10.3,28.6,1
6037218600,2015,12.4711,13.8,33.4,1.6,59.4,25.8,22.9,6.4,24.8,1
6037218701,2015,12.4711,12.3,47.2,2,34.3,14,18.5,8.6,21.2,1
6037218702,2015,12.4711,13.6,41.6,0.5,47.1,25.1,24.7,11.7,29.7,1
6037218800,2015,12.4711,13.2,25,0,58.1,29.4,34.2,10.2,18.8,1
6037218900,2015,12.4711,14.4,36.4,0,50.8,27.6,21.3,5.8,23.8,1
6037219010,2015,12.4711,13,32.1,0,58.9,31.7,32.8,8,31.4,1
6037219020,2015,12.3659,13.7,32.7,0,57,30.7,31,6.3,17.5,1
6037219300,2015,12.4711,15.5,32.3,0,56.4,36,37.9,6.4,28.4,1
6037219500,2015,12.4711,13.5,39.1,0,29.8,10.1,17.1,9.7,9,0
6037219700,2015,12.4711,10.9,26.6,0,66.6,32.1,32.6,7.2,12.3,1
6037219800,2015,12.4711,13.8,22.5,0.1,73.5,45.7,37.5,8.7,34.6,1
6037219901,2015,12.4711,12.5,17.9,0,77.4,44.7,38.2,8.6,37.9,1
6037219902,2015,12.4711,12.8,21.9,0.3,67.4,40.3,36.5,7.6,18.5,1
6037220000,2015,12.4711,13.8,41.1,0,50.2,25.4,18.7,6.4,25.1,1
6037220100,2015,12.4711,16.3,56.6,0,24.9,9.7,9.3,6.1,27.7,0
6037221110,2015,12.4688,14.4,1.1,0,86.3,52.5,61.5,9.3,36.2,1
6037221120,2015,12.4688,13.6,1.5,0,95.3,51,53.2,11,32.6,1
6037221210,2015,12.4688,14.3,7,0,80.4,46.3,48.2,6.6,26.4,1
6037221220,2015,12.4688,13.6,1.1,0,82.8,47.9,62.1,10.3,24.7,1
6037221302,2015,12.4688,14.6,11.4,0,75.3,47.4,50.7,15.9,34.3,1
6037221303,2015,12.4688,13.7,8.5,0.5,71.3,49.1,51.9,10.5,42.4,1
6037221304,2015,12.4688,14,12.1,0,63.7,35.1,44.3,8.9,28.5,1
6037221401,2015,12.3659,19.6,48.3,0.1,37.5,33.5,33,6,41.3,1
6037221402,2015,12.3659,15.1,22.8,0,50.4,27.8,36.1,4.1,32.4,1
6037221500,2015,12.3659,15.1,30,0,66,33.6,35.9,12,38.4,1
6037221601,2015,12.3659,13.9,11.7,0,78.5,42.1,46.6,6.2,33.2,1
6037221602,2015,12.3659,15.8,1.7,0.3,90.4,57,58.2,14.1,34.8,1
6037221710,2015,12.3659,13.1,11.1,0,67.2,38.4,38.1,6.1,34.4,1
6037221810,2015,12.3659,10.2,11,0,42.5,40.9,32.7,6.3,61.1,1
6037221820,2015,12.3659,4.5,10.5,0,10.8,5,25.1,6.5,62.8,0
6037221900,2015,12.3659,6.6,7.1,0,30.2,26.9,28.1,5.9,64.4,0
6037222001,2015,12.3659,12.8,28.7,0.2,58.9,32.3,25.4,6,17.5,1
6037222002,2015,12.3659,12.8,25.7,0,68.6,42.9,39.6,8,16.7,1
6037222100,2015,12.3659,13.2,29.5,0,60.3,43.1,32.8,9.5,31,1
6037222200,2015,12.3659,14.3,19.8,0,68.7,42,45.1,6.1,37.7,1
6037222500,2015,12.3659,14.6,22.4,0,69.8,40.7,38.3,9,34.9,1
6037222600,2015,12.3659,11.1,23.6,0,51.4,34.4,37.6,7.2,41.5,1
6037222700,2015,12.3659,2,4.2,0.2,9.1,0,8.5,6.5,88.3,0
6037224010,2015,12.1721,16.3,19.8,0.4,57.6,36.7,30.3,7,47.5,1
6037224020,2015,12.3659,13.6,4.8,1.2,87.4,56,48.3,4.9,44.6,1
6037224200,2015,12.4688,16.6,1.1,0,93.5,58.9,56.4,6.9,32.6,1
6037224310,2015,12.4688,14.8,3.2,0.7,86.7,48.7,51.1,14.6,42.6,1
6037224320,2015,12.4688,13.9,4.3,0,90.7,57.8,51.9,12,33.4,1
6037224410,2015,12.3659,8.9,1.8,0,57.2,36.7,39.5,6.1,43,1
6037224420,2015,12.3659,14.2,3.7,0,83.8,48.6,47,11.1,49.6,1
6037224600,2015,12.3659,14.4,3.9,0,90.5,52.3,48.8,5,47,1
6037224700,2015,12.3659,3.1,4.3,0,15,7.5,8.5,7,81.3,0
6037226001,2015,12.1721,15.3,6.3,0,92.9,59.2,56.5,2.4,34.3,1
6037226002,2015,12.1721,13.1,12.6,0.5,53.3,38.7,31.3,8.4,39.4,1
6037226410,2015,12.1721,14.4,1,0.5,94.6,63.1,53.2,7.5,44.8,1
6037226420,2015,12.1721,14.6,6.4,0,87.9,63.1,53.5,8,36.6,1
6037226700,2015,12.1721,14,2.1,0,97,65.5,46.9,6.8,42.9,1
6037227010,2015,12.1721,14.2,8.1,0,91.9,62.1,44.5,6.9,38.1,1
6037227020,2015,12.1721,13.6,5.6,0,92.7,67.7,44,5.9,40.6,1
6037228100,2015,12.1721,13.2,7.6,0,92,67.2,48.6,8,38.6,1
6037228210,2015,12.1721,16.4,13.6,0.1,83.6,58.8,45.8,6,44.2,1
6037228220,2015,12.1721,13.2,13.2,0.3,84.3,67.3,40.5,5,35.9,1
6037228310,2015,12.1721,13.9,4.1,0,93.2,67.2,49.8,5.2,39.9,1
6037228320,2015,12.1721,14.8,9.9,0,89.1,61.4,45,4.4,45.1,1
6037228410,2015,12.3659,14,1.6,0.3,95.3,65.2,45.3,5.1,39.5,1
6037228420,2015,12.3659,13.6,11.5,0,87.3,59.8,44.5,6.9,47.6,1
6037228500,2015,12.3659,12.9,15.1,0,83.7,61.7,45.1,4.2,45.6,1
6037228600,2015,12.1721,14.6,5,0,90.1,65.6,43.7,6.7,50.5,1
6037228710,2015,12.1721,14.3,8.2,0,90.4,63.8,44.6,7.9,49,1
6037228720,2015,12.1721,13.5,9.1,0,90.4,66.2,50.2,5.9,39.6,1
6037228800,2015,12.1721,12.9,10.1,0,87.9,59.9,43.2,5.6,37.5,1
6037228900,2015,12.1009,15.3,9.9,0,86,61.4,43.9,7.1,51.2,1
6037229100,2015,12.1009,12,6.1,0.3,92.6,66.2,45.6,5,36.5,1
6037229200,2015,12.1721,15.4,12.6,0,86.8,65.3,49,4.2,43.8,1
6037229300,2015,12.3659,15,10.6,0,88.8,63.8,48.6,7.1,48,1
6037229410,2015,12.1921,16.4,12.2,0,86,63.9,40.8,9.1,53.3,1
6037229420,2015,12.1009,12.9,10.6,0,87.5,57.8,38.3,6.8,44.1,1
6037231100,2015,12.3659,16.4,28.5,0,63.8,44.3,33,9,54.2,1
6037231210,2015,12.3659,14.2,23.8,0.4,73.3,60.2,42,10.9,31.7,1
6037231220,2015,12.3659,15.5,17.6,0,74.7,50.2,37.3,6,42.6,1
6037231300,2015,12.3659,16,23.9,0,71.8,47.4,40.5,5.3,43.5,1
6037231400,2015,12.3659,14.9,22.6,0,74.5,48.6,42.2,11.1,23.6,1
6037231500,2015,12.3659,14.5,38.7,0,52.7,32.4,30.8,6.9,16.2,1
6037231600,2015,12.3659,14.4,27.7,0,62.2,42.8,30.2,7.3,31.8,1
6037231710,2015,12.3659,14.8,17.2,0,80.3,61.9,43.9,6.1,54.5,1
6037231720,2015,12.3659,14.9,14,0,80.9,53.4,47.2,9.2,38.4,1
6037231800,2015,12.3659,14.2,9.2,0.5,89.6,68,51,5.7,52.2,1
6037231900,2015,12.3659,14.1,13.7,0,83.4,55.8,42.2,10.2,43.8,1
6037232110,2015,12.3659,14.1,22.8,0,76.1,44.3,35.8,6.9,33.2,1
6037232120,2015,12.3659,14.6,22.5,0,75.7,56.6,47.1,8.2,41.2,1
6037232200,2015,12.3659,15.9,37.4,0,59.4,37.8,31,5.8,41.9,1
6037232300,2015,12.3659,15.1,25.1,0,70.2,40.7,46,10.2,37.1,1
6037232400,2015,12.3659,15.4,41.4,0,52.4,32.1,25.5,6.5,26,1
6037232500,2015,12.1921,15.1,36.2,0,61.8,45.1,36.2,7.4,34,1
6037232600,2015,12.1921,15,25.9,0,71.3,40.7,32.9,7.8,32.4,1
6037232700,2015,12.1921,14.4,24.7,0,73.5,47.6,39.3,7.1,32.3,1
6037232800,2015,12.1921,14.1,13.7,0,85.3,52.5,47.9,6.6,39,1
6037234000,2015,12.3659,14.6,59.8,0,34.8,21,18.2,8.3,13.5,0
6037234200,2015,12.4711,16.4,76.2,0,4.4,12,8.1,6,11.5,0
6037234300,2015,12.4711,16.1,84.8,0,5,9.9,0.7,10.3,22.8,0
6037234501,2015,12.4711,14.2,61.8,0.2,34.1,20.4,15.4,13,19.7,1
6037234502,2015,12.4711,16.9,63.9,0,30,25.3,12.5,13.7,26.6,0
6037234600,2015,12.243,16.2,56.4,0,36.3,20.6,15.1,12.3,28,1
6037234700,2015,12.243,16.3,50.8,0,48.1,30.2,18.9,5.6,26.6,1
6037234800,2015,12.1921,13.8,51.2,1.4,40.8,26.8,14.6,10.2,16.9,1
6037234901,2015,12.243,19,46.3,0,53.7,42.6,22.8,4.6,45.2,1
6037234902,2015,12.243,15.8,48,0.2,45.6,28.3,13.7,7.9,33.4,1
6037235100,2015,12.243,12.7,74.9,0,14.3,13.2,4.9,10.1,7.2,0
6037235201,2015,12.1921,15.3,66.9,0,26.2,21.6,13.4,11.8,24.1,0
6037235202,2015,12.243,16,59.6,0,33.7,22.3,11.2,10.2,28.2,0
6037236000,2015,12.4711,12.9,61,0.7,15.6,7.3,2.1,4.1,5.4,0
6037236100,2015,12.4711,17.3,65,0.7,16.5,15.9,14.5,9.9,30,0
6037236202,2015,12.4711,14.4,35.9,0,56.9,34.5,27.9,9.1,36.1,1
6037236203,2015,12.4711,15,65.6,0.9,29.4,25.6,19.2,8,23.9,0
6037236204,2015,12.4711,16,59.4,0.3,36,30.6,18.7,9.3,38.1,0
6037236400,2015,12.4711,13.7,81.3,0.4,7.7,5.7,1.7,6.1,13.3,0
6037237101,2015,12.1921,14.7,23.8,0,75.6,43.6,38.2,9,40.8,1
6037237102,2015,12.1921,15.2,23.3,0,75.2,44,39.4,3.3,35.9,1
6037237201,2015,12.1921,14.3,25.2,0,72.5,44.5,35.6,7.9,24.6,1
6037237202,2015,12.1921,13.8,29.8,0,68.3,47.4,37.8,7.4,21.2,1
6037237300,2015,12.1921,14.5,62.2,0.2,33,24.5,16.2,6.7,24.7,0
6037237401,2015,12.1921,14.3,23.8,0,75.2,31,29.4,5.9,29.5,1
6037237402,2015,12.1921,16.6,38.8,0,60.5,40.4,27.8,6.8,23,1
6037237500,2015,12.1921,14.5,23.7,0,75.1,51.4,45.8,4.5,34.8,1
6037237600,2015,12.1921,14,24.9,0,73,42.2,33.8,6.1,30.6,1
6037237710,2015,12.1921,13,21.2,0,72.9,46.2,37.7,8.5,43.1,1
6037237720,2015,12.1921,13.6,18.9,0,80.6,53.2,39.9,8.5,51.2,1
6037237800,2015,12.1921,14.2,59.7,0,36.8,30,14.9,8.4,17.8,1
6037237900,2015,12.1921,16.9,82,0,13.2,14,6.1,11.6,19.7,0
6037238000,2015,12.1081,15.9,77.7,0,20.3,19,11.7,8.9,16.9,0
6037238100,2015,12.1921,14.8,69.5,0.2,25.1,19.6,9.9,9.5,17.8,0
6037238200,2015,12.1921,16.6,79.9,0,12,24.2,6,8.6,17.3,0
6037238310,2015,12.1921,14.6,22.8,0,75.3,44.4,36.9,7,55.6,1
6037238320,2015,12.1921,15.3,31,0,68.8,49.6,32,6.1,47.2,1
6037238400,2015,12.1921,16.8,80.2,0,15.3,13.1,8.3,12.5,17,0
6037239201,2015,12.1921,14.5,18,0,81.2,60.2,49,6.3,41.1,1
6037239202,2015,12.1009,13.8,16.8,1.8,80.5,51.4,42.6,8.2,29.4,1
6037239310,2015,12.1921,14,9.8,0,87.5,53.3,55.3,6.7,33.5,1
6037239320,2015,12.1921,13.1,17.6,0,80.7,58.1,45.7,5.8,34.3,1
6037239330,2015,12.1009,13,16.2,0,83.8,54.8,50.7,7.8,35.4,1
6037239501,2015,12.1009,15,22.8,0,74.8,50.4,36.5,10.6,33.4,1
6037239502,2015,12.1009,14.7,20.6,0.1,79,53.4,38.2,10.4,48.2,1
