Census_Tract,Year,PM2.5,Diabetes,Percent_Black_Only,Percent_American_Indian_and_Alaska_Native_Only,Percent_Hispanic,Education,Linguistic_Isolation,Unemployment,Poverty,Percent_White_Only,latino_bin
6077005206,2014,9.16035,7.1,9.2,0.2,22.9,9.7,5.7,10,6.5,31.9,0
6077005207,2014,9.42113,7.8,8.2,0,29.3,18.2,8.8,8.3,4.6,25.7,0
6077005208,2014,9.45048,7.7,5.6,0,31.1,13.4,4.9,10,5.5,45.8,0
6077005209,2014,9.45048,7.6,12,2.8,37.1,11.5,6.1,5.5,8.9,29,1
6077005210,2014,9.45048,7.3,7.2,0,31.5,10.1,3.8,7.8,5.4,38.9,0
6077005302,2014,9.51575,10.5,0.1,0.2,55.4,21.9,16.3,9.6,13.8,36.6,1
6077005303,2014,9.4796,10.4,0.7,0.8,57,30.8,22.4,13.3,21.8,38.2,1
6077005305,2014,9.4796,9.8,7,0.2,47.5,20.5,13,14.5,15.5,34.1,1
6077005307,2014,9.4796,9.4,7.3,0.3,41.9,19.6,10.4,11,14.3,28.2,1
6077005308,2014,9.4796,9.8,5.8,0,38.9,15.3,6.7,10.9,9.4,35.8,1
6077005403,2014,9.45048,8.3,12.5,0.1,33.2,13.4,7.6,4.9,10.4,41.2,0
6077005405,2014,9.51575,10,7.6,0,55,23.3,17.8,9.2,11.8,23.4,1
6077005406,2014,9.45048,10.6,3.4,0.3,57,24.6,21.6,9.2,24.4,28.5,1
6081600200,2014,8.69427,11.7,4.1,0.2,29.2,23.3,14.7,5.6,17.5,3.4,0
6081600300,2014,8.69427,10.3,3,0,21.4,11,7,5.2,7.8,16.3,0
6081600401,2014,8.40139,9.3,5.7,0,24.4,8.6,4,1,3.2,9,0
6081600402,2014,8.40139,11.1,1.7,0,36.2,21.4,12.2,4.1,12.6,6.6,1
6081600500,2014,8.40139,10,2.4,0,27.2,12.3,6.3,3.7,5.7,8.5,0
6081600600,2014,8.40139,9.8,1.8,0,42.4,21.7,15.5,6.8,4,4.4,1
6081600700,2014,8.40139,10.6,4.4,0,29.2,18.4,12.7,4.9,11.1,8.9,0
6081600800,2014,8.40139,7.9,5,0.6,20.5,12.6,6.3,5.5,16.4,15.6,0
6081600900,2014,8.40139,9.8,0,3.5,15.4,14.8,2.6,5.1,8.2,36.8,0
6081601000,2014,8.40139,9.3,5.3,0,13.8,10.1,2.4,4.7,2.5,14.9,0
6081601100,2014,8.40139,10.1,0.8,0,8.6,16.9,3.1,8,8.7,19.5,0
6081601200,2014,8.40139,7.8,1.1,0,26.5,13.9,7.9,7.6,5.8,23.1,0
6081601300,2014,8.40139,11.4,1.9,0,43.4,22.2,17.6,8.4,18.4,11.5,1
6081601400,2014,8.40139,10.6,5,0.3,11.2,15.7,4.8,7.5,11.5,10.5,0
6081601501,2014,8.40139,10.1,0.5,0,4.5,14.2,1.1,6.4,5,8.8,0
6081601502,2014,8.83339,10.6,2.4,0.1,29.5,13.1,12.6,10,19.5,13.3,0
6081601601,2014,8.40139,12.2,2.4,0,44.4,16,15.5,6,8.7,20.6,1
6081601603,2014,8.83339,9.6,1.1,0,10.2,7.3,1.5,3.6,4.5,14.3,0
6081601604,2014,8.83339,8.3,3.1,0,16.3,6.2,2.7,5.8,6.4,34.2,0
6081601605,2014,8.83339,10.4,4.8,0.2,9.5,8.2,1.6,9.3,7.3,6.9,0
6081605800,2014,9.68332,7.4,2.1,0,7.2,1.6,0.4,3.2,3,69.5,0
6081605900,2014,9.68332,8.7,2.8,0,33.6,14,17,6.8,14.7,43.9,0
6081606000,2014,9.68332,8.6,4.9,0.4,39.7,16.1,18.7,8.2,3.8,35.4,1
6081606100,2014,9.1266,9.6,1.9,0,38.5,14.6,17.7,6.5,19.7,33,1
6081606200,2014,9.1266,9.2,4.5,0,62,33.3,33.8,7,9.7,15.8,1
6081606300,2014,9.1266,9.2,1.3,0.1,31.2,17.7,16.6,6.8,6.5,45.3,0
6081606400,2014,9.68332,8.5,1.1,0.3,13.6,1.4,3,3.8,8.5,62.5,0
6081606500,2014,9.68332,7.5,0.4,0,1.7,1.6,0.5,1.9,1.2,78.8,0
6081606600,2014,9.1266,7.9,0.7,0,19.6,10,9.7,3.8,3.9,58.2,0
6081606700,2014,9.20008,8.4,0,0.2,9.1,2.2,0.6,4,3.7,63.2,0
6081606800,2014,9.35592,7.8,0.3,0,2.2,4.8,0.2,4.6,4.4,59.8,0
6081606900,2014,9.35592,7.1,0.4,0,8.9,2.2,1.1,5.4,7.1,63.2,0
6081607000,2014,9.20008,8.2,0.2,0,10.6,3.2,0.8,6.2,3.5,59.3,0
6081607100,2014,9.20008,8.2,1.5,0,12.4,5.1,1.1,1.7,3,62.3,0
6081607200,2014,9.20008,7.5,1.4,0,23.5,7.5,4.9,5.8,8.7,46.7,0
6081607300,2014,9.20008,8,0,0.1,12.1,2.6,2.6,3.5,2.2,69.6,0
6081607400,2014,9.1266,9.2,2.5,0,13.1,9.7,5.4,4.3,7.7,51.9,0
6081607500,2014,9.1266,6.8,3.9,0,19.4,3.8,6.2,4,4.1,43.3,0
6081607600,2014,9.1266,8.9,2.6,0.1,28.9,11.9,11.3,5.7,11.1,46.2,0
6081607701,2014,9.1266,10,2.6,0.5,37.9,24.8,15.7,13.3,14.8,22.9,1
6081607702,2014,9.1266,9.8,2.6,0,46.7,17.9,19.9,6,8.5,32.2,1
6081607800,2014,9.1266,9.8,1.6,0,24.3,10,10.9,3.1,6.3,43.8,0
6081607900,2014,9.1266,6.9,1.6,0,7.8,3.3,0.3,2.8,4.6,52.9,0
6081608400,2014,9.1266,7.2,1,0,22,9.6,6.4,1.8,3.9,44.6,0
6081608501,2014,9.20008,7.9,0.5,0.2,25.7,6.9,5.1,5.6,8.4,55.6,0
6081608502,2014,9.20008,7.3,2.1,0,30.5,6.6,0.8,3.9,2.3,41.5,0
6081609603,2014,8.78714,8.1,0.5,0,8.3,3.2,0.2,6.6,4.2,74,0
6081609700,2014,8.78714,8.1,0.7,0,7.1,1.9,1.1,4.3,2.6,79.1,0
6081609800,2014,8.92509,8,0.8,0.2,17.3,6,0.8,2.7,3.2,66.9,0
6081609900,2014,8.92509,8.1,0.1,0,13.3,3.8,2.4,3,2,75.1,0
6081610000,2014,8.92509,7,1.6,0.4,23.1,6,6.2,4.5,2.5,63.4,0
6081610100,2014,8.92509,7.4,0.6,0.2,53.2,12.1,21.2,6,5.1,39.6,1
6081610201,2014,8.92509,10.9,2.4,0,80.5,34.8,47.5,3.8,21.8,10.6,1
6081610202,2014,8.92509,9,8.2,0.9,43.8,24.8,17.7,2.3,16.8,32,1
6081610203,2014,8.92509,10.2,1.5,0,83,44.4,54,7.1,21.8,10,1
6081610302,2014,8.87673,10.9,3.6,0,45.4,15.1,15.2,6.4,11.5,42,1
6081610303,2014,8.87673,5.8,1.4,0.5,6.7,0.5,0.3,4.1,2,47.9,0
6081610304,2014,8.87673,7.9,3.1,0.2,10.7,4.7,2.6,4.1,4.5,47.6,0
6081610400,2014,8.93661,10.6,4.5,0,69.8,31.6,37.7,8.1,15.9,18.2,1
6081610700,2014,8.92509,8.7,1.2,0,37,12,12.8,5.2,6.1,46.3,1
6081610800,2014,8.92509,8.3,1.3,0,70,31.9,34.1,4.4,12.5,20.7,1
6081610900,2014,8.92509,8.5,1,0.6,58.1,23.1,22.3,6,13.7,30.4,1
6081611000,2014,8.92509,8,3.8,0.2,36.6,11,13.5,4.5,3.4,50.3,1
6081611100,2014,8.92509,8.1,0.3,0,15.9,7.9,3,3.6,2.5,66.6,0
6081611200,2014,8.92509,7.5,0,0,25.2,1.5,2.1,2.5,4.4,67.5,0
6081611300,2014,8.98032,8.3,0.3,0,18.2,7.7,5.7,5.8,2.8,68.4,0
6083000501,2014,6.90462,9.2,1.5,0,6.7,2.5,1.3,4.1,7,89,0
6083000502,2014,6.91918,8.4,1.7,0,9.4,5.1,1.2,4.1,9,86.3,0
6083000600,2014,6.93973,8.6,1,0,19.1,4.6,6.4,3.6,4.9,73.6,0
6083000700,2014,6.9203,8.4,1.8,0.4,24.6,5.9,4.1,3.7,12.2,66.5,0
6083000801,2014,6.93973,10.1,0.4,0,82.5,42.7,36.6,8,18.9,13.5,1
6083000804,2014,6.93973,11.3,2.2,0.8,72.2,29.9,39.4,5.8,22.3,21.3,1
6083000900,2014,6.93973,11.2,2.1,0.3,41,24.6,15.4,8.3,25.1,51.8,1
6083001000,2014,6.93973,7.7,2.5,0,46.3,16.8,13.6,5.9,17.8,44.6,1
6083001101,2014,6.93973,8.8,0,0.4,58.7,28.4,27.6,6,25,38,1
6083001102,2014,6.93973,9,0.7,0,72,44.9,40.9,5.6,24,23,1
6083001203,2014,7.82375,7.7,0,0,21.1,8.1,10.1,4.7,11.7,65.9,0
6083001206,2014,7.82375,7,0,0,70,31.8,35.4,2.4,12,25,1
6083001208,2014,7.82375,7.4,0.4,0.6,12.6,6.5,0.3,2.5,14.5,77.1,0
6083001304,2014,7.82375,7.7,1.1,0.2,23.9,5.1,3.3,2.8,6,65.6,0
6083001306,2014,6.91918,8.3,2.3,0,14.7,3.1,1.5,4,2.4,79.9,0
6083001402,2014,6.9203,9.2,1,1.4,4.1,1.7,0,5.5,6.5,91.7,0
6083002007,2014,7.94485,8.1,1.6,0.1,32.2,10.3,7.3,3.5,7,57.9,0
6083002011,2014,7.88884,12.1,1.2,0,56.6,21.3,12.3,5.4,6.6,35.9,1
6083002013,2014,7.88884,2,0.1,1.4,18.1,6.9,1.2,3.3,3.7,75.8,0
6083002101,2014,7.94485,10,0.8,0,64.9,29.7,24.7,11.3,37,33.6,1
6083002102,2014,7.94485,9.7,0.4,0,56.1,29.2,19.6,2.7,5.8,36.9,1
6083002103,2014,7.94485,12.9,1.4,1,66.6,30,21.6,6.6,27.4,24.9,1
6083002205,2014,8.51141,12,1.1,0,68.5,42.1,37.1,7.8,19.6,19.2,1
6083002206,2014,8.51141,12.2,1.7,0.1,73.8,41.1,35.6,8.2,23,20,1
6083002209,2014,8.51141,10.2,0.7,0,74.2,37.1,25.2,10.2,21.3,22.1,1
6083002210,2014,8.51141,9.2,2.6,2.4,50.7,26.2,12.2,7,11,33.5,1
6083002211,2014,8.51141,11.8,1.7,0,47,16.7,7.6,5,7.6,41,1
6083002303,2014,8.00111,11.9,0.1,0,88.5,56,45.4,8.6,15.7,5.5,1
6083002304,2014,8.00111,11.6,0,0,91.5,68.2,52.9,6,25.8,2.9,1
6083002305,2014,8.00111,12.7,0.6,0,88.7,63.6,45.6,3.8,24.8,6.1,1
6083002306,2014,8.00111,10.4,1.5,0,66.4,26.6,18.7,6.3,8.1,25.8,1
6083002402,2014,7.94767,10.5,1.2,1.4,73.4,43.3,28.2,8.9,28.8,17.6,1
6083002403,2014,7.94767,12.1,0.3,0,94.1,74.2,53.1,8.2,37.8,4.1,1
6083002404,2014,7.94767,11.1,0.2,0.2,90.7,71.9,55.2,9.3,34,5.8,1
6083003007,2014,6.91918,11.8,0,0,8.5,0.7,2.5,3.1,7.5,81.5,0
6085500100,2014,8.59049,9.1,1.6,0.3,60.1,26.3,18.6,8.5,19.1,15.7,1
6085500200,2014,8.59049,6.8,3.7,0.2,33.4,14.8,6.7,2.7,17.2,40,0
6085500300,2014,8.59049,6.9,5.7,0.2,35.1,13.1,8,12.3,19.3,41.8,1
6085500400,2014,8.59049,8.6,1.6,0.8,46.2,15.6,10.5,3.9,14.6,38.5,1
6085500500,2014,8.80597,8.6,0.7,0.3,20.4,9.7,3.7,4.8,7.5,56.1,0
6085500600,2014,8.59049,6.6,2.7,0.8,30.2,6,2.9,7,5.8,51.2,0
6085500800,2014,8.59049,9.2,11.2,0.8,26.9,15.9,7.1,10.4,14,36.2,0
6085500901,2014,8.59049,6.1,9.2,0,22.4,9.2,0.7,8.7,29.5,27.9,0
6085500902,2014,8.59049,3.7,5,1.1,22.7,21.1,5.3,7.8,53.8,33.3,0
6085501000,2014,8.59049,9.9,3.6,0,54.3,28.7,20.1,9,21.8,22.1,1
6085501101,2014,8.59049,9.6,4,0,45,16.6,15.1,10.6,18.9,22.9,1
6085501102,2014,8.59049,11,1.5,0,61,27.2,15.2,9.1,11.5,25.5,1
6085501200,2014,8.59049,10.6,3.2,0.9,59.9,27,17.2,10.5,20.4,17.5,1
6085501300,2014,8.59049,7.6,4.3,0.1,28.6,13.2,5.3,5.9,30,45.5,0
6085501401,2014,8.59049,12.6,2.3,0.6,76.4,47.7,34.8,8.1,25.3,11.3,1
6085501402,2014,8.59049,11.2,0.7,0,73.4,39.3,34.9,6.8,17.9,12,1
6085501501,2014,8.52729,10.9,1.1,0,66.9,39.9,29.7,11.6,22.8,5.4,1
6085501502,2014,8.52729,10.2,1.4,0,69.3,39.6,29.8,7.6,25.4,14.7,1
6085501600,2014,8.59049,7.5,9.9,0.5,40.4,24.1,17,7.2,36,33.3,1
6085501700,2014,8.57476,10.5,0.5,0,80.4,44.8,34.3,9.4,22.3,14.3,1
6085501800,2014,8.57476,9,0.4,1.2,51.9,25.2,18.1,7.6,9.7,33.3,1
6085501900,2014,8.57476,7.5,7,0.2,29.7,12.9,11.8,7.1,13.4,35.8,0
6085502001,2014,8.64454,11.6,4.7,0,51.3,17.1,13.3,9.3,13.6,32.1,1
6085502002,2014,8.57476,9.8,2.1,0,74.1,37.8,30.5,8.7,27.9,12.2,1
6085502101,2014,8.64454,8.8,1.1,0.1,23,11.9,6.2,4.4,9.8,55.4,0
6085502102,2014,8.64454,8.7,6.3,0,54.6,17,20.5,7,20.3,23,1
6085502201,2014,8.57476,7.4,7.6,0,40.6,15.2,10.1,5.5,18.8,29.3,1
6085502202,2014,8.57476,7.6,1.3,0.3,17.5,3.5,2.8,3.8,6.1,61.6,0
6085502301,2014,8.57476,7.8,4.1,0,14.1,5.7,2.3,4.2,5.9,72.2,0
6085502302,2014,8.57476,7.2,0.5,0.5,37.6,9.1,15.1,3.5,5.7,55.2,1
6085502400,2014,8.57476,7.2,4.9,0,22.4,1.2,0.3,6,5.1,62.2,0
6085502500,2014,8.57476,7.3,1.1,0,18.2,6.2,1,4.8,4,70.6,0
6085502601,2014,8.57476,9.5,0,1,13.3,5.4,2.4,3.1,5.7,71.2,0
6085502603,2014,8.64454,7.9,1.2,0.7,15.5,4.8,1.2,3.7,2,69.6,0
6085502604,2014,8.64454,6.2,5.9,0,21.8,2.1,5.7,2.8,9.9,58.9,0
6085502701,2014,8.71869,8,4,0.2,20.3,9,5,8.3,10.2,58,0
6085502702,2014,8.71869,8.4,2,0.2,12.3,7.9,1.7,6.1,9.3,64,0
6085502800,2014,8.71869,8.1,0.2,4.8,19.5,7.9,2.6,7.1,5.1,62.8,0
6085502901,2014,8.71869,8.2,0.7,0,23.5,11.5,3.5,5.9,2.5,55.8,0
6085502902,2014,8.54433,8.2,0.4,0.3,21.7,5.2,3,7.6,6.1,58.1,0
6085502903,2014,8.54433,8.3,5.1,0.2,16.1,6.2,1.3,4.6,3.6,64.6,0
6085502906,2014,8.54433,7.6,6.8,0,20,9.9,4.4,4,7.9,49,0
6085502907,2014,8.54433,8.1,1.6,0,16.6,5.5,0.9,4.9,5.7,63.2,0
6085502908,2014,8.54433,7.9,2.6,0.8,15.3,6.1,3,2.6,6.6,62.7,0
6085502909,2014,8.54433,7.9,1.7,0,34.5,8.8,5.1,6.6,9.1,48.7,1
6085502910,2014,8.54433,7.7,1.6,0.5,21.8,9.1,2.2,4.9,3.7,51.9,0
6085503001,2014,8.57476,8.4,0.8,0,12.7,3.7,0.9,2.7,6.9,72.7,0
6085503002,2014,8.54433,8.7,1.2,0.8,25.2,10.6,6.1,2.9,4.7,55.6,0
6085503003,2014,8.54433,8,3,0,20.7,3.6,2.6,3.8,4.2,59.7,0
6085503105,2014,8.52729,13.4,0.4,0,22.1,34.3,6.5,9,29.3,6.6,0
6085503108,2014,8.57476,7.4,3.1,0,35.3,14.2,12.5,11.6,8.7,22.8,1
6085503110,2014,8.52729,11.9,1.2,0,59.6,49.8,32.6,6.6,30.3,1.1,1
6085503111,2014,8.5143,11.5,2.8,1,39.2,37.3,10.9,6.4,14.3,3.5,1
6085503112,2014,8.57476,9.5,3,0,50.4,29,15.5,5.8,17.7,18.5,1
6085503113,2014,8.57476,11.6,4.7,0,82.2,50.1,37.1,5,30.6,6.3,1
6085503115,2014,8.5143,6.7,1.3,0.2,22.8,7.7,2.4,4.5,3.4,41.5,0
6085503116,2014,8.4902,8,2.8,0.5,15.3,13.9,4.6,4.9,7,38.2,0
6085503117,2014,8.52729,12.5,2.4,4.6,49.6,47.2,26.7,10.4,33.4,3.6,1
6085503118,2014,8.5143,8,3.9,3,52.7,30.2,22.6,7,18.4,6.9,1
6085503121,2014,8.57476,10.5,7,0,50.1,23.5,23.2,11.3,22.1,20.7,1
6085503122,2014,8.5143,13.1,9.5,3.9,30.3,27.2,7.8,12.3,26.8,11.7,0
6085503123,2014,8.57476,11.1,10.2,0,49.9,20.6,20.4,8.5,16.8,24.7,1
6085503204,2014,8.5143,10.2,4.6,0.9,51.3,26.6,18.5,7.7,13.7,6.6,1
6085503207,2014,8.5143,10.9,1.5,0.9,21.4,27.8,9,9.4,9.3,7.5,0
6085503208,2014,8.5143,10.1,0.7,0,58,33.3,15,9.8,11.8,8.7,1
6085503210,2014,8.5143,10.2,1.9,0,46.8,34.4,15.3,7.5,15.3,2.4,1
6085503211,2014,8.5143,11.6,2,1.5,38.9,36.2,14.2,7.3,12.4,9.5,1
6085503212,2014,8.5143,10.6,1.8,0.2,32.6,21.8,7.1,6.5,7.3,9.9,0
6085503213,2014,8.5143,12.2,0,0,31.7,41.3,11.8,6.1,15.3,8.5,0
6085503214,2014,8.5143,13.8,1.1,0.5,50.9,35.5,18.2,12.3,30.9,2.7,1
6085503217,2014,8.5143,10.6,2.7,0,60,50.9,25.4,11.5,20.7,2.7,1
6085503218,2014,8.5143,11.6,1.2,0,78.8,52.6,35.1,8.2,16,3.3,1
6085503304,2014,8.5143,11.7,3.7,0.3,43.4,37.3,14.8,12.2,19.6,3.7,1
6085503305,2014,8.5143,13,1.9,0,47.6,39.8,18.4,9.2,11.3,4.3,1
6085503306,2014,8.52729,10.3,1.5,0.3,62.2,27.5,16.8,9.6,7.7,3.4,1
6085503312,2014,8.41053,9.3,11.3,0,36.7,19.5,10.7,5.1,3,25.6,1
6085503313,2014,8.41053,8.8,1.8,1,18.4,8.3,2.5,5.6,4.4,18.9,0
6085503315,2014,8.46754,10.4,5.7,0.4,35.2,20.2,8,6.8,14.1,6.7,1
6085503321,2014,8.41053,10,1.8,0,11.4,25.7,3,5,6.5,6.6,0
6085503322,2014,8.41053,10.3,6.9,0,30.5,23.4,11.4,5.2,13.4,11,0
6085503323,2014,8.41053,9.7,2.7,0,33.3,16.7,2.6,10,10.2,10.2,0
6085503324,2014,8.41053,9.4,0.6,0,14.7,14.3,1.7,4.8,4.1,8.8,0
6085503325,2014,8.46754,9.4,1.5,0.3,27.7,18.6,5.4,5.9,7.5,10.2,0
6085503326,2014,8.46754,8,2.4,0,14.3,9.4,2.7,6.4,5.5,5.6,0
6085503327,2014,8.46754,10.4,4.3,0,31.1,19.8,4.4,11.6,8.8,15.5,0
6085503329,2014,8.46754,7.4,1.2,0.3,15.9,6.6,2.1,7.7,3.7,11.7,0
6085503330,2014,8.35396,7,0,0,9,4.5,0.5,4.4,4.5,9.4,0
6085503331,2014,8.46754,12,3,0.3,27.9,11.3,1.6,7.6,7.1,35.1,0
6085503332,2014,8.35396,11.9,0.2,0,7.9,3.8,0.3,4.1,4.1,69.1,0
6085503333,2014,8.46754,8.3,1.9,0.5,23.3,4.1,3,6.6,11.7,27.8,0
6085503334,2014,8.44437,7.2,1.4,0,9.6,6.6,1,2.7,1.5,27.4,0
6085503336,2014,8.46754,9.8,1.3,0,33.4,25.9,10.4,6.4,8.2,4,0
6085503337,2014,8.5143,9.8,1.9,0.2,26.5,24.1,3,11.3,11,6.3,0
6085503401,2014,8.52729,11.1,0.8,0,76.6,41.1,39.9,5,12.4,2.3,1
6085503402,2014,8.52729,12.2,2.9,0,66.7,48.2,33.2,9.5,31,1.9,1
6085503504,2014,8.52729,10.8,0.5,0.4,77.9,40.9,37.3,7.3,14.6,0.5,1
6085503506,2014,8.52729,10.9,1.8,0,65.5,38.4,28.9,7.9,15.8,3.3,1
6085503507,2014,8.52729,12.1,2.5,0,72.9,48.7,38.7,4.5,16.9,2.2,1
6085503508,2014,8.52729,11.4,2.5,0,69.8,37,36,10.8,20.3,6.5,1
6085503509,2014,8.41053,10.4,1.2,0.4,54.7,29.2,16.9,6.1,13.5,9,1
6085503510,2014,8.52729,11.1,3.4,0.2,69.2,38.2,27.6,10.4,26.3,6.1,1
6085503511,2014,8.52729,10.4,0.9,0.1,37.4,24.1,8.7,6.1,15.2,7.5,1
6085503601,2014,8.52729,10.8,0.4,0,59.5,31.6,21.5,9.4,24.1,22,1
6085503602,2014,8.52729,12.5,4.1,0,63,37.4,23.7,10.5,23.3,7,1
6085503703,2014,8.52729,11.1,6,0,70.8,41,34.4,6.7,26.1,1,1
6085503707,2014,8.52729,10.1,4.2,0,46,32.4,21.4,8,18.2,6.9,1
6085503708,2014,8.47792,11.5,3,0,21.5,26.2,6.2,8.6,17.9,6.4,0
6085503709,2014,8.52729,15.6,1.2,0,37.1,38,13.1,9.5,35.7,1.9,1
6085503710,2014,8.52729,12.8,0.5,0,66.8,34.2,24.7,10.5,26.2,3.9,1
6085503711,2014,8.52729,10.9,3.3,0.7,76.9,40,33.1,5.4,20.5,7.7,1
6085503712,2014,8.52729,13.2,3.4,0,41.9,25.7,18.6,5.3,18.3,7,1
6085503713,2014,8.52729,14.1,0,0,53.4,34.7,24.4,3.5,23.9,6.1,1
6085503802,2014,8.47792,10,3.7,0,39.5,23.8,11.1,6.2,3.2,20.3,1
6085503803,2014,8.47792,9.7,2.4,0,18.9,17.3,6.6,6.9,7.6,13.1,0
6085503804,2014,8.47792,11.5,2.2,0.3,40.3,23.7,17.2,7.1,11.5,14.6,1
6085503902,2014,8.47792,9.3,2.8,0.3,68.3,28.4,18.2,5.5,21,10.3,1
6085503903,2014,8.52729,12.9,0.4,0.1,57.3,34.3,17.1,6.8,10.1,7.2,1
6085504001,2014,8.52729,10,1.8,0.3,73.3,32.5,26.9,9.4,9.5,5.3,1
6085504002,2014,8.52729,11.5,2.3,0,57,35.6,21.4,7.6,16.9,4.4,1
6085504101,2014,8.52729,7.3,2,0.2,63.3,26.2,15.2,10.6,27,14,1
6085504102,2014,8.52729,11.1,1.5,0,68.9,33.2,24.4,10.9,9.6,9.9,1
6085504201,2014,8.47792,8.3,2,0.2,37.3,11.3,8.4,6.1,4.7,31.7,1
6085504202,2014,7.5168,8.9,0.9,0,35.7,11.4,10,6.9,4,41,1
6085504307,2014,8.47792,9.5,3.4,0.2,9.3,10.6,2.2,6,13.1,20.9,0
6085504308,2014,8.47792,10,1.3,0,16.9,9.2,1.4,2.8,7.6,27.4,0
6085504311,2014,8.74183,7.6,0.8,0,7.1,6,0.7,5.9,7.4,10.5,0
6085504314,2014,8.47792,10.4,4,0,20.5,15.1,3.3,6.3,16.4,12,0
6085504315,2014,8.47792,9.7,2.5,0,14.4,13.9,2.2,5.3,4.3,15.5,0
6085504316,2014,8.74183,9.4,2.2,0,17.1,19.4,5.9,8.4,7.1,13,0
6085504317,2014,8.74183,10,3.1,0,10.8,16.9,0.4,6.5,5.4,14.4,0
6085504318,2014,8.74183,10.3,1.3,0,33.1,28.3,9.9,7.3,17.2,11.7,0
6085504319,2014,8.74183,8.3,0.7,0.2,17.7,14.3,5.6,8.2,6.5,11.5,0
6085504320,2014,8.74183,9.8,0.9,0,12.5,10.8,2.7,5.9,7,16.1,0
6085504321,2014,8.47792,8.4,1.1,0.2,18.6,12.2,5.2,7.5,6.2,11,0
6085504322,2014,8.74183,5.5,4.3,0,8.7,4.9,2,6.7,7.3,14.5,0
6085504323,2014,8.74183,8.3,0.2,1.3,20.1,13.2,1.8,8.4,10.1,6.9,0
6085504410,2014,8.74183,10.4,2.4,0,20.8,23.4,8.3,5.5,9.9,14.6,0
6085504411,2014,8.88015,9.6,0.2,0.1,14.3,19.1,1.7,7.8,8.2,20.5,0
6085504412,2014,8.92163,9,2.4,0,20.1,21.2,8.6,6.8,7,13.8,0
6085504413,2014,8.92163,9.3,1.6,0,4.4,9.9,1.6,1.6,6.3,11.8,0
6085504414,2014,8.92163,9.3,2.4,0.3,3.8,9.9,1.5,7.2,5,11.1,0
6085504415,2014,8.92163,8.9,0.9,0,11.6,10.9,2.4,6.8,2.9,18.1,0
6085504416,2014,8.92163,8.5,0.9,0.3,15.1,14,5.5,2,4.8,12.5,0
6085504417,2014,8.88015,11.2,0,0,33.5,22.1,15.4,8.2,29.6,43.4,0
6085504418,2014,8.92163,9.8,1.3,0,33,25,12,8.7,18.8,7.9,0
6085504420,2014,7.5168,9.4,1.6,0,11.3,15.1,0.5,7.2,6.8,19.3,0
6085504421,2014,8.92163,9.9,1.2,0,16.7,13.5,1.9,2.4,7.3,13.8,0
6085504422,2014,8.62014,11.7,3.2,0,20.4,29.6,4.9,6.8,9,17.4,0
6085504423,2014,8.92163,8.6,6.9,0,20.6,16.1,5.9,7.3,6.5,21.3,0
6085504504,2014,8.92163,5.4,3.2,0.1,17.2,14,3.2,1.7,5.7,12.9,0
6085504505,2014,8.74183,8.4,0.9,0.3,19.1,10.4,1.7,5.1,6.8,15,0
6085504506,2014,8.92163,7.8,1.7,0,10.7,11.9,1.5,6.5,7.2,11.7,0
6085504507,2014,8.92163,9.2,2.8,1,21.6,8.6,3.3,9.4,8.2,13.8,0
6085504601,2014,9.02978,11.3,4.3,0,40.3,16.4,13.4,6.8,5.7,46.9,1
6085504602,2014,9.07654,10.2,1.3,0,56.9,13.6,11.1,7.7,12.7,15.9,1
6085504802,2014,8.84036,9,0.4,0,24.5,16.4,6.2,6.7,6.9,25.4,0
6085504803,2014,8.84036,6,3.9,0,11.4,6.2,3.7,3.9,7.5,24,0
6085504805,2014,8.84036,10.2,1.6,0,18,13.8,1.8,7,11.5,56,0
6085504806,2014,8.84036,9.4,3.4,0,26.2,13.2,8.4,5.4,8.5,24.2,0
6085504901,2014,8.79269,3.9,3.3,0.2,5.4,3.1,1,3,6.8,17,0
6085505001,2014,8.79269,6.3,5.3,0.1,15.5,5.4,2.4,6.6,6.4,21.3,0
6085505006,2014,8.74183,3.9,0.8,0,6.4,1.4,1,5.7,3.2,26.9,0
6085505007,2014,8.79269,10.1,8.9,0.2,18.1,16.3,5.8,4,7.2,29.4,0
6085505008,2014,8.79269,2.8,1.6,0,7.3,0.8,1,2.1,9.1,27,0
6085505009,2014,9.07654,7.5,8.6,0,32.5,15.2,8.3,5,8.5,23.3,0
6085505100,2014,8.80597,7.6,2,0,29.7,12.3,6.2,7.3,21.7,30.3,0
6085505202,2014,8.79269,8.7,2.7,0,46.6,23.9,17.1,3.8,13.7,23.5,1
6085505203,2014,8.80597,4.55,5,0.1,19.5,6.6,3.4,4.2,23.2,48.8,0
6085505301,2014,8.84036,8.9,6.7,0,25.3,13.1,10.4,7.1,12.9,24.2,0
6085505302,2014,8.80597,8.4,2.2,0,22.3,7.8,4.3,4.6,4.9,40.9,0
6085505303,2014,8.80597,8.5,4.8,0,36.5,15.2,18.2,4.7,8.3,26.9,1
6085505304,2014,8.87152,8.7,0.6,0.3,23.9,11.9,5.8,5.8,2.5,39.7,0
6085505305,2014,8.87152,8.4,1.6,0,16.8,8.4,0.9,7.7,9.2,37.7,0
6085505401,2014,8.87152,6,2.8,1.9,7.6,4.8,0.4,8.6,5.8,23.3,0
6085505402,2014,8.80597,8.6,0.2,0.3,21.2,8.6,4.4,6,8.1,33.4,0
