Census_Tract,Year,PM2.5,Diabetes,Percent_Black_Only,Percent_American_Indian_and_Alaska_Native_Only,Percent_Hispanic,Education,Linguistic_Isolation,Unemployment,Poverty,Percent_White_Only,latino_bin
6001400100,2014,8.93608,8.7,4,0,7.8,0,0.4,2.1,5,62,0
6001400200,2014,8.64746,6.5,1.8,0,6.9,1.8,1,1.8,4,71.7,0
6001400300,2014,8.64746,6.3,13.2,0.2,7.7,4.5,0.6,7,8.6,61.5,0
6001400400,2014,8.64746,6,16.7,0.4,10.7,5.3,0.7,3.3,7.2,59.8,0
6001400500,2014,8.64746,7.3,25.7,0,14.8,3.7,2.5,6.5,15.1,52.4,0
6001400600,2014,8.64746,8.3,36.5,0,13.6,9.8,2,12.2,8.3,35.8,0
6001400700,2014,8.64746,11.6,43.7,1.5,10.8,6.7,3.2,6.5,18.9,34.2,0
6001400800,2014,8.4463301,9.1,35.9,0,14.6,9.8,2.2,10.4,7.7,36.2,0
6001400900,2014,8.4463301,9.1,31,1,4.8,5.5,0.7,4.4,12,48.2,0
6001401000,2014,8.64746,11.3,41,0.2,20.6,13,5.8,7.3,29.7,28.3,0
6001401100,2014,8.64746,6.4,22.4,0.1,11,4.2,0.7,9.9,15.2,49.3,0
6001401200,2014,8.64746,6.7,11.5,0.2,15.2,3.7,0,8.5,7.9,57,0
6001401300,2014,8.64746,13.6,32.6,1.3,17.9,16.6,5.9,8.9,34.4,24.7,0
6001401400,2014,8.64746,13.6,44.8,1.2,19.9,18.8,7.8,12,41.7,19.2,0
6001401500,2014,8.4463301,11.9,36.1,0.2,10.2,12.8,3.6,9.4,22.9,39.6,0
6001401600,2014,8.4463301,11.5,47.1,0,12.1,20.9,4.6,6.4,40.2,21.4,0
6001401700,2014,8.4463301,8.7,28.9,0,33,16.6,9.9,6.1,22.8,23.9,0
6001401800,2014,8.6375999,11.5,50.7,0,19.7,13.3,4.1,11.8,31.8,18.8,0
6001402200,2014,8.6375999,12.5,38,0,27.2,22.2,16.7,12.2,26.6,18.8,0
6001402400,2014,8.4463301,16.2,58.8,1.1,11.1,23.1,2.9,14.1,29.5,15.2,0
6001402500,2014,8.6375999,14.5,61.8,0,19.4,16.9,4.5,15.4,49.7,5.3,0
6001402600,2014,8.6375999,18,29.5,0.5,3.3,26.1,0,5.9,34.9,10.2,0
6001402700,2014,8.6375999,12,53.6,0.2,12.4,28.4,3.4,6,25.3,23.3,0
6001402800,2014,8.6073399,15.8,41.3,0,9.9,23.4,1.7,10.2,42.2,28.2,0
6001402900,2014,8.6073399,13.5,13,2.7,10.1,21.5,1.6,3.7,26.5,22.7,0
6001403000,2014,8.6073399,22.2,3.7,2.6,1.9,44.2,0.2,4.7,30.2,6.4,0
6001403100,2014,8.6073399,9.9,16.2,1.1,12.1,29.5,6.1,4.3,27.6,26.6,0
6001403300,2014,8.6073399,9.9,7.8,0,6.2,22.9,1.7,5.9,21.7,27.4,0
6001403400,2014,8.6073399,9.6,19.9,0.9,11.3,11.9,3.1,5.9,15.9,32.2,0
6001403501,2014,8.64746,10.8,28.9,0.8,9.9,15.7,0,2.7,25.4,31.8,0
6001403502,2014,8.64746,7.3,21.3,0,11.3,4.9,0.1,9.2,19.8,52.7,0
6001403600,2014,8.64746,7.8,20.4,1.2,11.7,4.1,4.7,5.2,9.5,33.5,0
6001403701,2014,8.6073399,6.9,18.2,0,8.1,3,0.7,0.6,10.3,54.8,0
6001403702,2014,8.6073399,6.6,7.4,0,7.8,1.5,0.1,4.6,6.8,64.8,0
6001403800,2014,8.64746,6.2,8.3,0,7.7,2.5,0.6,5.5,5.1,63.3,0
6001403900,2014,8.64746,6.9,21.7,0.3,6.4,3.5,2,4.8,8.6,48.6,0
6001404000,2014,8.64746,6,6.2,0,14.7,1,4.3,5.2,10.8,61.5,0
6001404101,2014,8.64746,6.2,1.6,0.2,4.9,0.5,0.8,6.2,8.4,74.4,0
6001404102,2014,8.64746,8.7,8.6,0,7.1,5.8,0.8,4.8,14,58.1,0
6001404200,2014,8.64746,7.2,7.5,0,7,3.5,0.1,4.7,4.1,63.9,0
6001404300,2014,8.64746,7.3,4.8,0,6.8,3,1.1,4.4,2.4,68.3,0
6001404400,2014,8.6065598,6.9,3.3,0,7.7,0.9,1.2,1.4,4.5,63.7,0
6001404501,2014,8.6065598,7.7,3.1,0,4.8,3,0.4,4.9,2.7,72.7,0
6001404502,2014,8.6065598,7.6,4.1,0,5.1,0,0,2.1,2.9,77.6,0
6001404600,2014,8.6065598,8,6.5,0.4,3.3,2.1,0.3,2.4,3.3,68.7,0
6001404700,2014,8.6065598,8,6.5,0,3.4,2.6,1.9,4.2,2.2,76.4,0
6001404800,2014,8.5727997,9.7,22,0.6,10.8,5.4,1.6,8.4,11.4,38.3,0
6001404900,2014,8.6073399,8.8,13,0.3,13.1,7,3.5,4.4,6.2,49,0
6001405000,2014,8.6073399,7.8,9.8,0.1,10.7,3.7,0.6,4.6,4.2,60.6,0
6001405100,2014,8.6073399,7.9,10.8,0.8,4,2.3,0.2,4.7,1.5,67.9,0
6001405200,2014,8.6073399,7.9,12.1,1.2,13,9.5,0,4.8,6.3,40.2,0
6001405301,2014,8.6073399,7,23.6,0.3,15.8,7.8,9.2,4,8.9,44.2,0
6001405302,2014,8.6073399,13.3,17.1,0.3,19.5,28.2,5.1,10.4,31.9,20.3,0
6001405401,2014,8.6073399,12.1,21.5,0.2,28.3,33.5,12.4,10.7,29.8,11.8,0
6001405402,2014,8.6073399,14.6,23.1,0,15.5,27.8,4.6,14.2,29.2,9.4,0
6001405500,2014,8.6073399,10.6,14.8,0.3,18.4,26.7,5.1,6.7,21.5,19.9,0
6001405600,2014,8.6073399,9.5,26.2,0.7,11,17,2.7,10.3,11.1,19.7,0
6001405700,2014,8.6073399,12,41.5,0.3,15.5,21.8,7.3,11.3,18.2,11.2,0
6001405800,2014,8.6073399,12.2,20.9,0.3,20.1,31.6,5.8,8.5,32.4,7.7,0
6001405901,2014,8.6073399,14,16.3,0,32,50.1,14.9,13,42.6,7.2,0
6001405902,2014,8.6073399,13.5,10.2,0.1,33.8,41.2,13.6,6.8,31,9.2,0
6001406000,2014,8.6073399,14.6,20.1,1.5,16.3,37.5,7.1,5.3,43.1,18.4,0
6001406100,2014,8.6073399,10.7,7.7,0.7,65.8,38.6,32,7.9,17.7,10.2,1
6001406201,2014,8.6073399,11.5,17.1,0.5,44.9,34.8,18.7,13.2,31.3,3.9,1
6001406202,2014,8.6073399,14.1,10.5,2,60.7,42,39.1,7.7,36.1,7.8,1
6001406300,2014,8.6073399,13.1,21.6,0,29,36.3,10.7,5.2,30.7,9.1,0
6001406400,2014,8.6073399,14.7,26.9,0,17.2,20.4,4.1,9.1,19.3,22.7,0
6001406500,2014,8.5727997,11.6,17.6,0,44.8,36.6,22,10.2,22.7,9.1,1
6001406601,2014,8.5727997,12.6,36,0.3,15.8,20.3,3.9,12.3,18.8,10,0
6001406602,2014,8.5727997,11.6,15.1,1.1,32.8,22,14.8,3.3,19.1,17.4,0
6001406700,2014,8.5727997,9.3,9,0.3,11.5,12.6,0.5,5.9,7.5,55.7,0
6001406800,2014,8.5727997,9.2,16.8,1,16.9,8.5,1.9,5.1,6.4,32.2,0
6001406900,2014,8.5727997,9.8,23.9,0.6,15.6,11.2,5,6,14.8,33,0
6001407000,2014,8.5727997,12.8,23.6,0.3,23.8,33,11.2,7.4,22.4,10.8,0
6001407101,2014,8.5727997,14,11.2,0.7,50.5,47.2,32.2,10,37.8,5.1,1
6001407102,2014,8.5727997,11.7,19.7,0,51,35.4,27.1,12.3,20.3,7.9,1
6001407200,2014,8.6073399,12.7,6.3,0.2,73.7,46.2,42.1,9.6,35.1,5.8,1
6001407300,2014,9.2066498,10.4,10.9,0,51.7,34.7,24.9,5.7,18.8,13.1,1
6001407400,2014,8.5727997,12.5,15.1,0,70.1,50.1,37.8,13.1,29.4,5.3,1
6001407500,2014,8.5727997,15.4,35.3,0.7,46.7,46.4,28.4,10.4,38.8,5.8,1
6001407600,2014,8.5727997,12.6,45.9,0,24.3,22.9,10.2,7.4,24.6,11.6,0
6001407700,2014,8.5727997,12.1,52,0,11.1,4.9,0.6,8.8,10.8,27,0
6001407800,2014,8.5727997,8.1,32.1,0,22.9,12.5,2.9,5.5,6.2,24,0
6001407900,2014,8.5727997,9.1,16.2,0,7.9,7.7,3.3,5.5,5.8,42.4,0
6001408000,2014,8.5727997,8.1,15.7,0.3,10.5,5.7,0.8,5.7,6.4,48.4,0
6001408100,2014,8.6718502,9.5,28,0.5,8.9,4.3,0.1,3.4,3.7,35.6,0
6001408200,2014,8.5727997,11.8,52.8,1.3,17,15,6.2,8.3,16.9,16.2,0
6001408300,2014,8.5727997,12.2,39.9,0,17.9,11.3,3.6,10,20.1,33.6,0
6001408400,2014,9.2066498,16.2,46.7,0.5,34.8,32.5,20.1,10.5,41.3,4,1
6001408500,2014,9.2066498,14.9,39.9,0,49.7,31.6,21.9,5.9,37.2,1.3,1
6001408600,2014,9.2066498,16.4,37.9,0.3,49,36.1,24.9,11.2,38.1,4.8,1
6001408700,2014,8.5727997,14.4,42.1,0,50.7,32.5,25.2,12.3,31.9,2.4,1
6001408800,2014,9.2066498,14.5,33.7,1,53.3,44.6,30.4,11.9,38.4,2.4,1
6001408900,2014,9.2066498,15.4,34.2,0.3,54.6,33.8,29.4,11.1,45.7,5,1
6001409000,2014,9.2066498,13.5,37,0,48.9,26.2,26.9,10.9,23.9,3.7,1
6001409100,2014,9.2066498,15,37.2,0,43.3,40.2,21.5,4.4,30.9,6.6,1
6001409200,2014,9.2066498,13.2,38.9,3.5,43.4,31.6,19.8,8.5,19.3,3,1
6001409300,2014,9.2066498,14.1,27.4,0.1,61.9,34.4,28.9,13,23.5,6,1
6001409400,2014,9.2066498,12.5,26.8,0,58.3,34.8,26.4,8.9,30.3,6.4,1
6001409500,2014,9.2066498,13.9,22,0.3,60.1,45.4,34.4,11.4,34.2,7.6,1
6001409600,2014,9.2066498,13.7,29.2,0,63.5,42.5,32.9,11.9,28.6,3.1,1
6001409700,2014,9.2066498,14,44.5,0.2,46.5,38.2,22.2,9.6,26.4,2,1
6001409800,2014,9.12397,14.1,58.6,0,17.4,16.8,6.4,4.1,16.2,7.9,0
6001409900,2014,9.12397,12.3,45.3,0,16.8,3.3,1.1,8.3,5.5,23.7,0
6001410000,2014,9.12397,12.8,40,0,12.1,10.1,2.2,4.6,11.1,31.1,0
6001410100,2014,9.12397,14.2,53.7,0.1,13.3,16.5,6.3,11.5,21.6,22.3,0
6001410200,2014,9.12397,13,47.4,0,43.8,21.8,19.9,13.9,25.1,8.1,1
6001410300,2014,9.2066498,13.1,28.6,0.7,57.1,45.7,34.6,14.5,28.4,4.7,1
6001410400,2014,9.2066498,11.7,41.5,0,41.8,25.3,16.9,10.8,13,3.9,1
6001410500,2014,8.6375999,15.7,58.8,0,8.6,18.8,1.1,15.9,45.2,5.2,0
6001421100,2014,8.93608,8.8,0.5,0,3.1,1.5,0,3,5.1,75.3,0
6001421200,2014,8.93608,8.3,0.2,0.2,7,0.3,0.3,3,3.5,76.4,0
6001421300,2014,8.8025599,8,3.1,0,4.7,0,0.8,2.5,4.2,78.7,0
6001421400,2014,8.93608,7.7,3.6,0,7.4,0.8,0.3,3.4,2.8,78.1,0
6001421500,2014,8.93608,7.7,1.9,0,3.8,0.5,0,3.4,4.5,82.9,0
6001421600,2014,8.93608,7.8,1.1,0,4.2,0.7,0,4.3,9.1,78.8,0
6001421700,2014,8.93608,6.4,2.8,0,13.9,2.7,1.5,4.5,13.7,56.1,0
6001421800,2014,8.93608,6.8,1.3,0.5,7.6,1.7,0.4,3.7,4.6,79.4,0
6001421900,2014,8.8025599,7.5,7.8,0,4.6,0.9,1.2,4.1,11.3,64.4,0
6001422000,2014,8.8025599,10,17.8,0,17.6,9.6,1.5,8.1,33.2,54.6,0
6001422100,2014,8.8025599,8.1,8.9,0.7,21.8,11.3,6.3,3.8,7.7,51.7,0
6001422200,2014,8.8025599,7.5,6.1,0.3,11,5.5,3.8,4.3,11.4,62.1,0
6001422300,2014,8.93608,7.5,5.1,0,8,3.1,1.5,4.1,20.4,61.2,0
6001422400,2014,8.93608,4.4,1.4,0,7,-0.1,0.6,2.5,23.3,49.6,0
6001422500,2014,8.93608,3.8,4.5,0,11.7,4.8,1.4,3.3,29.9,54.3,0
6001422600,2014,8.93608,0.9,0.3,0,5.4,0,2.8,2.8,0,51,0
6001422700,2014,8.93608,2.6,3.8,0.3,16.4,1.3,2.5,7,39,46.2,0
6001422800,2014,8.93608,2.6,3,0.9,13.9,2.6,0.4,6.4,46.6,34.4,0
6001422900,2014,8.93608,4.6,8.5,0,4.9,1.9,0,5.5,43.9,43.1,0
6001423000,2014,8.93608,6.9,8.9,0.3,8.8,7.5,1.3,4.3,17.7,60.7,0
6001423100,2014,8.8025599,9.2,11.4,0.1,7.2,7.1,2.9,2.7,27.5,54.8,0
6001423200,2014,8.8025599,8.7,13.9,0.4,35.9,15,13,6.6,18,38.5,1
6001423300,2014,8.8025599,11.2,34.1,2,17.9,13.4,7.3,6.6,10.3,33.2,0
6001423400,2014,8.93608,8.7,15.4,0.1,14.7,6.8,3.9,9.1,19.2,44.4,0
6001423500,2014,8.93608,9.4,15.1,1.1,10.1,3.8,2.5,8.4,19.7,56.2,0
6001423601,2014,8.93608,6.3,0.8,0,8.5,2.3,0,5.7,15.5,74.3,0
6001423602,2014,8.93608,3.8,4.8,0,8.3,2,0.1,4.8,50.4,37.6,0
6001423700,2014,8.93608,6.4,1.3,0.6,6.5,3.5,0.8,4,33,67.1,0
6001423800,2014,8.64746,7.5,0.4,0,8.6,2.3,2.1,2.6,3.3,73.4,0
6001423901,2014,8.64746,7.4,18.5,0.4,11.6,0.7,1.2,3.7,12.6,59.7,0
6001423902,2014,8.64746,6.3,3.7,0,11,1.6,0,9.4,14.3,76.9,0
6001424001,2014,8.64746,8.8,33.2,0,19.1,12.5,7.1,6.5,24.7,33.6,0
6001424002,2014,8.4463301,11.1,38.1,0.7,20.5,10.5,3.3,5.3,22.3,32.7,0
6001427100,2014,9.2234697,8.5,5.4,0,8.8,4.8,0.9,1.2,3.4,67.9,0
6001427200,2014,8.6073399,9.4,5.1,0.3,21.1,11.4,1.2,6.1,17.7,41.7,0
6001427300,2014,8.6073399,11.5,11.6,0,12.2,18.2,2.8,8.2,13.3,35.5,0
6001427600,2014,8.6375999,10.6,19.6,0,13.6,20,2.8,8.5,30.6,20.3,0
6001427700,2014,8.6375999,9.1,8.4,0,8.6,9.6,1.5,5.2,11.5,50.3,0
6001427800,2014,8.6073399,7.8,4.7,0.6,15.3,2.6,0,6.2,10.5,55.7,0
6001427900,2014,8.6073399,7.7,4.5,0.2,13,10.4,0.7,6.1,4.3,53.8,0
6001428000,2014,9.2234697,8.1,4.5,0,17.2,11.7,7.6,8.1,14.8,31,0
6001428100,2014,9.2234697,8.3,2.2,0.3,16,8.4,2.2,7.1,6.6,57.7,0
6001428200,2014,9.2234697,8.8,6.6,0,13,8.6,1.8,5.6,7.8,49.7,0
6001428301,2014,9.2234697,8.5,2.2,0.2,3.5,6.2,0.9,2.9,5,37.8,0
6001428302,2014,9.2234697,8.9,2.7,0,3.9,2.1,0.3,4.3,2.1,43.1,0
6001428400,2014,9.2234697,9.5,6.8,0,15.9,10.5,2.6,6.8,9.9,47.4,0
6001428500,2014,9.2234697,9.1,5.8,0,16.1,5.1,0.5,6,11.5,38.2,0
6001428600,2014,9.2234697,9.9,9,0.7,6.1,5.5,0.6,4.6,7.2,41,0
6001428700,2014,8.6375999,6.6,15.3,0.6,11.5,10.2,2.1,6.7,17.8,28.7,0
6001431200,2014,8.9986696,9.9,5.7,0.3,26.2,9.4,2.9,12.7,24,47.7,0
6001432100,2014,9.12397,8.4,16.3,0.2,21.1,5.9,3.1,3.2,4.3,41.2,0
6001432200,2014,9.12397,11.8,16.4,0.2,31,13.4,8.5,4.4,11.7,35.2,0
6001432300,2014,9.2066498,9.1,10.3,0.7,36.6,14.2,14.9,7.3,11.8,16.1,1
6001432400,2014,9.1689701,11,13,0,30.6,19.7,10.5,10.2,16.4,22.9,0
6001432501,2014,9.1689701,10.8,3.8,1.3,31,23.1,10.3,8.5,14.7,18.2,0
6001432502,2014,9.1689701,10.2,14.4,0.1,28.7,20.7,10.4,8.6,7.2,10.5,0
6001432600,2014,9.0150805,10.4,15.3,0.2,32.1,14,14,6.1,11.2,19.6,0
6001432700,2014,9.12397,10.1,5.2,0,24.2,16.8,12.1,2.9,4.6,51.7,0
6001432800,2014,9.0150805,11.3,6.7,0.2,23.4,8.1,2.3,3.8,7,44.8,0
6001433000,2014,9.0150805,10.2,9.2,0.4,25.8,17.3,10.4,6.2,4.5,37.8,0
6001433102,2014,9.0150805,10.1,4.7,0.9,27.4,25.1,14,4.3,6.6,17.1,0
6001433103,2014,9.0150805,11.3,18.3,0,48.4,32.5,28.1,7.4,16.2,11.7,1
6001433104,2014,9.0150805,9.5,15.9,0.4,29.9,13.6,9.9,5.5,12,28.1,0
6001433200,2014,9.0150805,11.1,17.7,0.6,20.7,16.5,8.5,6.2,17.3,19.9,0
6001433300,2014,9.0150805,10.8,6.6,0.3,25.1,16.6,2.9,4.6,8.7,22.6,0
6001433400,2014,9.1689701,11.1,8.3,0,15,16.8,5.5,6.5,9.6,22.5,0
6001433500,2014,9.0150805,10.4,3,0.9,39,17.6,13,6.9,4.9,23.7,1
6001433600,2014,9.0150805,11.9,4.9,0.4,19.8,25.1,6.4,7.2,15.4,25.5,0
6001433800,2014,9.0150805,10.7,13.5,0,36.1,15.5,11,5.3,10.5,15.1,1
6001435102,2014,8.8695898,7.3,10.1,0.1,17.5,5.6,4.4,5,9.8,43.6,0
6001435103,2014,8.6845303,8.8,8.2,0,9.4,6.6,2.1,3.1,3.8,29.6,0
6001435104,2014,8.8579998,8.7,11.6,0.2,33.2,15.2,12,6.8,18.5,20.8,0
6001435200,2014,8.9986696,8.9,26.1,0.8,25.3,8.3,8.5,10,11.3,30.8,0
6001435300,2014,8.9986696,11.6,22.5,0.4,33,16,11.7,13.5,24.8,28,0
6001435400,2014,8.8695898,9.5,19.3,0,36.1,18.7,8.5,7.4,12.6,26.3,1
6001435500,2014,8.9986696,10.4,4.5,0.1,45.9,23.7,17,10.1,16.6,29.4,1
6001436300,2014,8.8695898,9.7,12.2,0,52.2,26.8,24.7,11.1,17,12.6,1
6001436401,2014,8.8695898,8.8,13.8,0,32.9,12.2,8.9,8.1,15.5,32.1,0
6001436402,2014,8.8579998,10.6,15.9,0.3,25.3,6.1,3.5,3.9,6.5,45.6,0
6001436500,2014,8.8695898,7.7,18.8,0,37.3,16.3,10.6,10.3,24.5,17.2,1
6001436601,2014,8.8695898,10.1,12.7,0.1,59.8,28.5,30.4,8.4,14.9,11.7,1
6001436602,2014,8.8695898,9.6,20.7,0.2,44.4,22.1,22.1,5.9,19,7.1,1
6001436700,2014,8.8695898,10.9,8.3,0,50.2,19.2,18.8,8.8,21.7,10.7,1
6001436800,2014,8.8695898,9.9,16,0.6,37.4,15.7,15.7,9.1,7.8,20.8,1
6001436900,2014,8.96451,10.1,3.6,0,64.4,29.9,30.6,9.8,16.6,14.6,1
6001437000,2014,8.96451,10.3,18.9,1.1,29.1,14.4,9.4,10.8,5.1,21.8,0
6001437101,2014,8.96451,8.9,4.9,0,17.8,14.2,5,4.8,2.4,19.1,0
6001437102,2014,8.9153795,10.6,12.2,0,33.4,15.7,11,13.2,14.3,12.7,0
6001437200,2014,8.96451,11.3,13.3,0.8,29,11.5,5.6,7.6,14.7,17.8,0
6001437300,2014,8.8695898,11.4,15.2,2,33.2,19,15.8,11,16.1,13.5,0
6001437400,2014,8.8695898,10.1,1.3,0.4,51.9,21.6,15.5,11.6,3.6,19.1,1
6001437500,2014,8.8695898,11,4.4,0.2,61.2,34.7,31.3,9,31.4,13.4,1
6001437600,2014,8.9153795,13.8,9.6,0,50.8,39.2,29.7,10.9,17.8,17.8,1
6001437701,2014,8.9153795,11.1,9.3,0,58.8,32.1,23.9,9.2,29,7.4,1
6001437702,2014,8.8695898,10,7.1,0.6,72.4,44.6,48.6,12.5,31.5,6.1,1
6001437800,2014,8.8695898,9.7,10.7,0,42.7,20.2,19,8.8,5.3,13.5,1
6001437900,2014,8.8695898,9.9,12.6,1.1,60.4,22.6,23.7,11.4,10.4,6.3,1
6001438000,2014,8.7778902,8.6,0.7,0,38.8,14.6,11.9,7.8,6.4,37.9,1
6001438100,2014,8.7778902,9.6,11.4,0,36.2,18.2,13.2,9.3,9.3,18.7,1
6001438201,2014,8.9153795,11.1,5.6,0,54.8,25.8,22.7,9,9.7,12.5,1
6001438203,2014,8.9153795,11.8,9,0.4,22.5,25.7,7.2,7.8,10.7,14.7,0
6001438204,2014,8.9153795,11.3,7.7,0.2,23.7,16.6,7.9,7.4,6.2,20.2,0
6001438300,2014,8.9153795,11.2,9.4,0.1,43.5,24.2,17.1,7,6.4,5.6,1
6001438400,2014,8.9153795,10.7,11.6,0.1,30.8,21.7,10.4,5.4,5.5,20.5,0
6001440100,2014,8.7778902,9.6,4.5,0,20.5,12.4,5.2,5.1,8.7,30.4,0
6001440200,2014,8.7778902,11.2,3.1,0,74.5,25,22.4,3.7,14.8,5.4,1
6001440301,2014,8.7778902,10.1,8.6,0.7,32,16.7,10.3,7.7,8.7,21.2,0
6001440304,2014,8.82444,10.2,4.5,0.9,14.7,15.9,4.3,8.1,2.4,10.5,0
6001440305,2014,8.82444,10.6,8.2,0.4,15.9,8.4,3.8,6.6,8.9,14.6,0
6001440306,2014,8.82444,9.6,5.4,0.8,8.4,16.6,0.5,9.3,14.3,12.4,0
6001440307,2014,8.9153795,12.3,4.9,0.6,17.3,11.5,3.1,5.3,12,24.9,0
6001440308,2014,8.8178196,10.7,4.7,0.1,31.9,13.7,9.1,2.5,9.6,14.6,0
6001440331,2014,8.9153795,9.7,5.5,0,17.5,14.5,4.1,7.9,5.7,12.4,0
6001440332,2014,8.82444,7.9,1.4,0.3,8.4,7.2,0.2,5.8,2.4,8.9,0
6001440333,2014,8.9153795,9.2,7.9,0.4,8.5,10,1.1,3.9,3.7,13.6,0
6001440334,2014,8.9153795,11,4.5,0,17.2,12.6,3.7,4.5,9.3,10.7,0
6001440335,2014,8.8178196,6.2,1.5,0.7,9.3,7.1,1.3,5.2,3.4,16.8,0
6001440336,2014,8.8178196,9.8,11.5,0,19.1,17.9,2.8,6.8,15.1,13.3,0
6001441100,2014,8.7108698,9.9,1.9,0.5,22.7,6.8,1.4,6.1,7.5,40.4,0
6001441200,2014,8.8178196,7.8,6.4,1,13.4,7.8,1.6,5.8,6.8,36.5,0
6001441301,2014,8.8178196,7,10,0.2,9,3,0.2,4.7,7.9,25.7,0
6001441302,2014,8.8178196,8.7,3.3,1.3,12.4,9.2,1.3,4.5,8.1,34.5,0
6001441401,2014,8.8178196,8.6,3.9,0.3,11.4,10.5,2.1,3.7,7.5,26.5,0
6001441402,2014,8.8178196,8.8,2.3,0.8,14.3,8,3.1,5.3,5.5,23.1,0
6001441501,2014,8.82444,8.6,8.2,0.4,6.3,8,0.7,4.8,5.6,7.3,0
6001441503,2014,8.8835602,5.5,2.8,0.3,1.4,4.4,0.2,4.2,4.1,6.9,0
6001441521,2014,8.82444,8.6,4.2,0.1,4.8,7.2,1,3,3.3,17.8,0
6001441522,2014,8.82444,9.6,5.5,0,12.9,8.9,3.9,3.8,7.8,24.4,0
6001441523,2014,8.82444,5.9,4.3,0.8,4,7,0,6.1,7,12.4,0
6001441524,2014,8.82444,5.8,4.4,1.5,4.5,4.9,0.9,5.5,7,4.6,0
6001441601,2014,8.8178196,9.6,4,0,18.3,11.8,3,5.8,5.3,34.3,0
6001441602,2014,8.8178196,9,6.6,0,26.8,20.7,8.4,3.8,6.5,21.4,0
6001441700,2014,8.8178196,8.3,6.3,0.6,32.2,14.9,8.3,8.5,9.6,26.1,0
6001441800,2014,8.8178196,7.6,1.2,0.4,15.6,8.8,3.6,4.5,3.5,35.1,0
6001441921,2014,8.7748404,6.5,4.5,1.6,27.9,13.6,5.7,8.4,1.6,18.1,0
6001441923,2014,8.8178196,7.6,4.7,0,9.7,7.9,2.7,4.8,13.4,19.1,0
6001441924,2014,8.7108698,7.3,0.5,0.6,13.8,8.3,2.1,9,12.2,32.8,0
6001441925,2014,8.7108698,4.2,3,1.4,10.3,3.9,0.3,5.5,2.4,21.4,0
6001441926,2014,8.7748404,6.7,4.8,0.3,37,15.8,15.1,2.8,5,16.7,1
6001441927,2014,8.7748404,5.7,6.7,0,7.2,3.9,0.5,6,6.7,13,0
6001442000,2014,8.7108698,8.5,0.1,0,1.8,3.5,0,5.3,4.6,23.9,0
6001442100,2014,8.7108698,8.5,0.7,0.7,3.6,3.8,0.1,2.2,2.7,18.2,0
6001442200,2014,8.7748404,8.1,0.7,0,2.9,4.1,0.4,3,2.6,22.9,0
6001442301,2014,8.7748404,8.7,6.9,0.8,15.4,4.8,3.4,5,10.4,24.6,0
6001442302,2014,8.7748404,7.9,7.9,0.5,13,12.2,3.5,7.8,10.4,25.8,0
6001442400,2014,8.7748404,8.8,3.9,0.5,31.5,16.8,13.1,5.1,13.2,25.5,0
6001442500,2014,8.8835602,9,6.5,1.1,15.2,11.9,5.3,5.2,4.2,31.9,0
6001442601,2014,8.8835602,7.7,3.6,0,16.5,5.1,0,4,2.8,43.5,0
6001442602,2014,8.8178196,9.3,5.2,0.2,21.4,13.9,6.2,5.3,17.3,36.8,0
6001442700,2014,8.8835602,8,1,0,22.7,5.3,4,1.9,3.3,43,0
6001442800,2014,8.8835602,9.7,4.3,0,23.8,12.2,8.4,6.5,11.7,38.1,0
6001442900,2014,8.7748404,8,4.5,0.2,18.3,8.1,1.3,3.1,3.8,32.8,0
6001443001,2014,8.7748404,8.4,1.8,0,37.1,9.6,9.3,4.1,1.8,27.8,1
6001443002,2014,8.7748404,8.9,0.3,0,25.4,10.2,6.1,6.6,7,27.7,0
6001443102,2014,8.7748404,8.1,0.3,0.1,6.9,3.7,1.1,4.6,1.9,17.8,0
6001443103,2014,8.8200903,8.3,2.2,0.3,0.9,5.8,0.7,4,6.3,9.1,0
6001443104,2014,8.8200903,7.6,0.5,0.3,6.3,4.8,0.3,7.8,3.9,15.7,0
6001443105,2014,8.7748404,7.9,1.8,0.3,0,2.5,0,4.5,0.7,16.3,0
6001443200,2014,8.6201401,8.3,0.3,0.2,3,2.3,1.5,4.7,3,18.7,0
6001443301,2014,8.6201401,8,2.8,0.4,4.9,4.9,0.2,2.9,6.5,23.6,0
6001443321,2014,8.6201401,6.5,2.7,0,4.9,8,0.3,4.8,6.3,17.2,0
6001443322,2014,8.6201401,7.6,2.4,0.8,3.6,6.2,0,3.9,2.8,24.4,0
6001450601,2014,8.5767698,7.3,4.2,0,4.8,2.7,0.1,4.5,3.9,62.7,0
6001450602,2014,8.5767698,7.2,3,0.1,9.3,3.1,0.4,4.5,4.9,59.7,0
6001450603,2014,8.6760397,7.4,0.3,0,11.1,4.1,0.6,6.8,2.7,61.3,0
6001450604,2014,8.5767698,7.7,1.5,0.1,11.6,4.3,2.8,3.4,3.7,68.2,0
6001450605,2014,8.5767698,7.9,1.5,0,7.8,3.2,0.5,4.9,3.9,61.8,0
6001450606,2014,8.5767698,7.7,3,0.7,7.8,5.8,2.3,6.3,2.3,57.4,0
6001450607,2014,8.5767698,7.6,3.9,0,19.4,8.8,6.2,4.6,8.1,50.3,0
6001450701,2014,8.7866402,7.2,0.3,0,5.9,2.1,1,2.9,5.2,62.4,0
6001450741,2014,8.6295996,8.1,2.7,0.1,24.6,11.4,11.3,7.2,7.5,55.3,0
